customer_id,city
1282-IHQAC,"Sheep Ranch"
1285-OKIPP,"Mission Hills"
1291-CUOCY,Yorkville
1293-BSEUN,Volcano
1293-HHSHJ,Montrose
1297-VQDRP,"Foothill Ranch"
1298-PHBTI,"Los Angeles"
1299-AURJA,"Twain Harte"
1301-LOPVR,"North Hollywood"
1302-TPUBN,"West Sacramento"
1302-UHBDD,"Ladera Ranch"
1303-SRDOK,"Rio Dell"
1304-BCCFO,Redlands
1304-NECVQ,Somis
1304-SEGFY,"National City"
1306-RPWXZ,"Mc Farland"
1307-ATKGB,"Santa Clara"
1307-TVUFB,"Santa Ynez"
1309-BXVOQ,"Old Station"
1309-XGFSN,"Pinon Hills"
1310-QRITU,Hinkley
1319-YLZJG,"Dutch Flat"
1320-GVNHT,Glendale
1320-HTRDR,Fellows
1320-REHCS,Inglewood
1322-AGOQM,Mather
1323-OOEPC,Prather
1324-NLTJE,Emeryville
1325-USMEC,Pearblossom
1328-EUZHC,Carson
1329-VHWNP,"Grover Beach"
1333-PBMXB,"Santa Ana"
1334-FJSVR,"Sequoia National Park"
1334-PDUKM,"Palomar Mountain"
1335-HQMKX,"Los Angeles"
1335-MXCSE,Shoshone
1335-NTIUC,Pacoima
1336-EZFZY,"Kings Beach"
1337-BOZWO,Canby
1338-CECEE,"Mount Hermon"
1342-JPNKI,"Lake Forest"
1343-EHPYB,"San Diego"
1345-GKDZZ,Riverside
1345-ZUKID,Magalia
1346-PJWTK,Corona
1346-UFHAX,Woodbridge
1347-KTTTA,"Canyon Country"
1349-WXNGG,Glendale
1352-HNSAW,"Aliso Viejo"
1352-VHKAJ,Berkeley
1353-GHZOS,"San Diego"
1353-LJWEM,Cottonwood
1354-YZFNB,"Mad River"
1355-KUSBG,"Fall River Mills"
1356-MKYSK,"Castro Valley"
1357-BIJKI,"Mission Viejo"
1357-MVDOZ,Firebaugh
1360-JYXKQ,"South Gate"
1360-RCYRT,"Forest Knolls"
1360-XFJMR,Washington
1363-TXLSL,"San Lucas"
1370-GGAWX,"Beverly Hills"
1371-DWPAZ,Redcrest
1371-OJCEK,Standish
1371-WEPDS,Chowchilla
1373-ORVIZ,Modesto
1374-DMZUI,"San Ramon"
1376-HHBDV,"Santa Monica"
1379-FRVEB,"San Bernardino"
1383-EZRWL,"Long Beach"
1384-RCUXW,"French Gulch"
1385-TQOZW,Branscomb
1386-ZIKUV,Glenhaven
1389-CXMLU,Downey
1389-WNUIB,"San Diego"
1391-UBDAR,Riverside
1393-IMKZG,Fullerton
1394-SUIUH,"Mount Shasta"
1395-OFUWC,"Los Angeles"
1395-WSWXR,Weldon
1396-QWFBJ,"Rancho Santa Margarita"
1397-XKKWR,"San Jose"
1399-OUPJN,Bellflower
1399-UBQIU,Orange
1400-MMYXY,Alhambra
1400-WIVLL,Oakdale
1401-FTHFQ,"Culver City"
1402-PTHGN,"Elk Grove"
1403-GYAFU,Irvine
1403-LKLIK,"Olympic Valley"
1406-PUQVY,Madison
1407-DIGZV,Redding
1409-PHXTF,"Lemon Grove"
1410-RSCMR,Edwards
1414-YADCW,"Deer Park"
1415-YFWLT,"Shaver Lake"
1421-HCERK,Lakeshore
1422-DGUBX,Sacramento
1423-BMPBQ,Anaheim
1427-VERSM,Shasta
1428-GTBJJ,Jenner
1428-IEDPR,Sacramento
1429-UYJSV,"San Jose"
1430-SFQSA,Stockton
1431-AIDJQ,"Walnut Creek"
1431-CYWMH,"Fish Camp"
1432-FPAXX,"Beale Afb"
1436-ZMJAN,Gerber
1439-LCGVL,"Los Angeles"
1442-BQPVU,"Culver City"
1442-OKRJE,"Los Angeles"
1444-VVSGW,"Los Molinos"
1447-GIQMR,"Los Angeles"
1447-PJGGA,"San Diego"
1448-CYWKC,Coronado
1448-PWKYE,Shafter
1449-XQEMT,Susanville
1450-GALXR,Friant
1450-SKCVI,"Del Mar"
1452-KIOVK,"Los Angeles"
1452-UZOSF,Guerneville
1452-VOQCH,Hinkley
1452-XRSJV,Oakland
1453-RZFON,"Cantua Creek"
1455-ESIQH,Oakland
1455-HFBXA,"Bethel Island"
1455-UGQVH,Acampo
1456-TWCGB,Bakersfield
1459-QNFQT,"San Jose"
1460-UZPRJ,Heber
1465-LNTLJ,"Santa Barbara"
1465-VINDH,"Los Angeles"
1465-WCZVT,Badger
1468-DEFNC,"San Jose"
1469-LBJQJ,Victorville
1470-PSXNM,"San Diego"
1471-GIQKQ,Niland
1472-TNCWL,"El Sobrante"
1474-JUWSM,Lynwood
1475-VWVDO,"Dos Palos"
1478-VPOAD,Calpine
1480-BKXGA,Mentone
1480-IVEVR,Montara
1481-ZUWZA,Klamath
1482-OXZSY,Freedom
1485-YDHMM,"San Ardo"
1488-PBLJN,"San Diego"
1488-SYSFC,Arcadia
1492-KGETH,Ojai
1492-QGCLU,"San Diego"
1493-AMTIE,Ivanhoe
1494-EJZDW,Nice
1496-GGSUK,Fulton
1498-DQNRX,Westwood
1498-NHTLT,"Citrus Heights"
1501-SGHBW,Guatay
1502-XFCVR,"Los Angeles"
1506-YJTYT,Oakley
1508-DFXCU,Riverside
1513-XNPPH,"Los Angeles"
1518-OMDIK,"Rohnert Park"
1518-VOWAV,Fallbrook
1522-VVDMG,Oakland
1525-LNLOJ,Bakersfield
1527-SXDPN,"San Diego"
1530-ZTDOZ,"Studio City"
1534-OULXE,Atherton
1535-VTJOQ,Thornton
1536-HBSWP,"Terra Bella"
1536-YHDOE,"Round Mountain"
1539-LNKHM,"Orange Cove"
1541-ETJZO,Wheatland
1543-LLLFT,Waterford
1544-JJMYL,"San Jose"
1545-ACTAS,"West Covina"
1545-JFUML,"San Diego"
1548-ARAGG,"Cedar Glen"
1548-FEHVL,Weed
1550-EENBN,Concord
1550-LOAHA,Orangevale
1552-AAGRX,Visalia
1552-CZCLL,Descanso
1552-TKMXS,Fresno
1555-DJEQW,Cupertino
1555-HAPSU,Fresno
1557-EMYVT,Tecate
1559-DTODC,"Santa Barbara"
1561-BWHIN,Maywood
1563-IWQEX,"Chula Vista"
1564-HJUVY,Modesto
1564-NTYXF,"San Marcos"
1565-RHDJD,"Palo Cedro"
1567-DSCIC,"San Mateo"
1568-BEKZM,"Baldwin Park"
1568-LJSZU,"Harbor City"
1569-TTNYJ,Richmond
1571-SAVHK,"Meadow Vista"
1573-LGXBA,Soledad
1574-DYCWE,Escondido
1575-KRZZE,Murphys
1576-PFZIW,Bakersfield
1577-HKTFG,"Elk Grove"
1579-KLYDT,Hickman
1580-BMCMR,Tehachapi
1582-RAFML,Sacramento
1583-IHQZE,Camarillo
1585-MQSSU,"Santa Rosa"
1587-FKLZB,"Santa Barbara"
1589-AGTLK,"San Diego"
1591-MQJTP,"Long Beach"
1591-NFNLQ,Fallbrook
1591-XWLGB,"El Cajon"
1596-BBVTG,"San Dimas"
1596-OQSPS,Pasadena
1597-FZREH,Shoshone
1597-LHYNC,Auburn
1599-EAHXY,"Gold Run"
1599-MMYRQ,Forestville
1600-DILPE,Richvale
1602-IJQQE,Whittier
1608-GMEWB,Stockton
1612-EOHDH,Pacoima
1614-JBEBI,Georgetown
1618-CFHME,Riverbank
1619-YWUBB,Avery
1621-YNCJH,Sacramento
1622-HSHSF,Biggs
1623-NLDOT,Lancaster
1624-NALOJ,"North Hollywood"
1624-WOIWJ,Nicasio
1625-JAIIY,Torrance
1626-ERCMM,"Camp Nelson"
1627-AFWVJ,"Tahoe Vista"
1628-BIZYP,Brentwood
1629-DQQVB,Keeler
1635-FJFCC,Acton
1635-HDGFT,Manton
1635-NZATJ,Alameda
1636-NTNCO,"Valley Village"
1640-PLFMP,"Los Angeles"
1641-BYBTK,Stockton
1641-RQDAY,Wallace
1642-HMARX,Topanga
1644-IRKSF,"La Palma"
1656-DRSMG,Chico
1657-DYMBM,Temecula
1658-BYGOY,"Los Angeles"
1658-TJVOA,Cazadero
1658-XUHBX,Modesto
1660-HSOOQ,"Santa Barbara"
1661-CZBAU,Carlotta
1663-MHLHE,Duarte
1666-JXLKU,"Shingle Springs"
1666-JZPZT,"Twin Bridges"
1670-SVOWZ,"Mira Loma"
1676-MQAOA,"North Hollywood"
1678-FYZOW,Sacramento
1679-JRFBR,"Long Beach"
1680-VDCWW,"Los Angeles"
1682-VCOIO,Sacramento
1684-FLBGS,"San Diego"
1685-BQULA,"La Quinta"
1685-VAYJF,Salinas
1686-STUHN,Creston
1689-MRZQR,Turlock
1689-YQBYY,"Los Gatos"
1696-HXOWK,Riverside
1696-MZVAU,"Los Angeles"
1697-BCSHV,Guinda
1697-LYYYX,Cotati
1697-NVVGY,Fresno
1698-XFZCI,Artesia
1699-HPSBG,"Palm Springs"
1699-TLDLZ,"Los Angeles"
1699-UOTXU,"Big Oak Flat"
1702-CCFNJ,"Los Angeles"
1703-MGIAB,"Van Nuys"
1704-NRWYE,"Point Reyes Station"
1705-GUHPV,"Los Angeles"
1707-HABPF,"Santa Barbara"
1708-PBBOA,Banning
1709-EJDOX,"San Francisco"
1710-RCXUS,Orange
1716-LSAMB,"Santa Ana"
1722-LDZJS,Sanger
1723-HKXJQ,"San Diego"
1724-BQUHA,"Los Gatos"
1724-IQWNM,Burbank
1725-IQNIY,"San Bernardino"
1725-MIMXW,Honeydew
1728-BQDMA,Penryn
1728-CXQBE,Glenn
1729-VLAZJ,"Santa Barbara"
1730-VFMWO,Petaluma
1730-ZMAME,Ontario
1731-TVIUK,Temecula
1732-FEKLD,"Newport Beach"
1732-VHUBQ,Escondido
1734-ZMNTZ,Eureka
1735-XMJVH,Sacramento
1740-CSDJP,Oakhurst
1741-WTPON,Westport
1744-JHKYS,Pasadena
1746-TGTWV,Whittier
1750-CSKKM,"Imperial Beach"
1751-NCDLI,Castroville
1752-OZXFY,Lockwood
1754-GKYPY,Carson
1755-FZQEC,Ventura
1755-RMCXH,"San Dimas"
1757-TCATG,"Huntington Beach"
1760-CAZHT,Glendale
1761-AEZZR,Guinda
1763-KUAAW,"Junction City"
1763-WQFUK,Riverside
1764-VUUMT,Spreckels
1766-GKNMI,Bakersfield
1767-CJKBA,Richmond
1767-TGTKO,"Dana Point"
1768-HNVGJ,"Mountain View"
1768-ZAIFU,"Rio Dell"
1769-GRUIK,Gridley
1771-OADNZ,"Pauma Valley"
1775-KWJKQ,"Santa Barbara"
1776-SPBWV,Salinas
1777-JYQPJ,Colfax
1779-PWPMG,"San Jose"
1784-BXEFA,Vacaville
1784-EZDKJ,Hemet
1785-BPHTP,"Santa Monica"
1790-NESIO,Concord
1791-PQHBB,"El Dorado"
1792-UXAFY,"San Jose"
1794-HBQTJ,Corcoran
1794-SWWKL,Dorris
1796-JANOW,Fiddletown
1803-BGNBD,"Santa Monica"
1809-DMJHQ,"Newport Beach"
1810-BOHSY,Vacaville
1810-MVMAI,"San Jose"
1813-JLKWR,Orange
1813-JYWTO,Shandon
1814-DKOLC,"Loma Linda"
1814-WFGVS,Richvale
1816-FLZDK,Fawnskin
1818-ESQMW,"San Joaquin"
1820-DJFPH,Orick
1820-TQVEV,Madera
1821-BUCWY,Valyermo
1830-GGFNM,Somerset
1830-IPXVJ,Lafayette
1832-PEUTS,"San Bernardino"
1833-TCXKK,"San Bernardino"
1833-VGRUM,Perris
1834-ABKHQ,"Upper Lake"
1834-WULEG,"Nevada City"
1837-YQUCE,"Buena Park"
1839-FBNFR,Georgetown
1839-UMACK,Pasadena
1840-BIUOG,Hayward
1841-YSJGV,"South El Monte"
1842-EZJMK,Orangevale
1843-TLSGD,Standish
1845-CSBRZ,Pomona
1845-ZLLIG,Woodbridge
1846-XWOQN,Bradley
1848-LBZHY,Downey
1849-RJYIG,Sunnyvale
1850-AKQEP,"Santa Cruz"
1852-QSWCD,"Palo Verde"
1852-XEMDW,"Mad River"
1853-ARAAQ,Cayucos
1853-UDXBW,Samoa
1855-AGAWH,Bell
1855-CFULU,Oakland
1862-QRWPE,"Pacific Palisades"
1862-SKORY,"Los Angeles"
1866-DIOQZ,Forestville
1866-NXPSP,Arcata
1866-OBPNR,Sacramento
1866-RZZQS,Redlands
1866-ZSLJM,"Valley Ford"
1867-BDVFH,"Los Angeles"
1867-TJHTS,Sacramento
1871-MOWRM,Woodacre
1872-EBWSC,Berkeley
1875-QIVME,Tujunga
1877-HKBQX,Cerritos
1891-FZYSA,Piercy
1891-QRQSA,Downey
1891-UAWWU,Johannesburg
1894-IGFSG,Lancaster
1895-QTKDO,"San Jacinto"
1897-OKVMW,Lathrop
1897-RCFUM,"Point Arena"
1898-JSNDC,"Elk Grove"
1899-VXWXM,"San Diego"
1902-XBTFB,"North Hollywood"
1904-WAJAA,Coronado
1905-OEILC,"Pebble Beach"
1907-UBQFC,"San Francisco"
1907-YLNYW,Gasquet
1910-FMXJM,Colton
1915-IOFGU,Keene
1915-OAKWD,"Belvedere Tiburon"
1918-ZBFQJ,Glendale
1919-RTPQD,"Fish Camp"
1921-KYSAY,Olivehurst
1925-GMVBW,Oroville
1925-LFCZZ,Potrero
1925-TIBLE,"Los Angeles"
1926-QUZNN,Carmel
1927-QEWMY,Arcadia
1928-BXYIV,Placerville
1929-ZCBHE,Georgetown
1930-BZLHI,Castroville
1930-QPBVZ,Laytonville
1930-WNXSB,Covina
1932-UEDCX,Manchester
1934-MKPXS,Nicolaus
1934-SJVJK,"Smith River"
1935-IMVBB,"San Diego"
1936-CZAKF,Graton
1936-UAFEH,Pioneer
1937-OTUKY,Seaside
1941-HOSAM,"San Diego"
1942-OQFRW,"Forest Knolls"
1945-XISKS,Sonora
1950-KSVVJ,"Monterey Park"
1951-IEYXM,"Rancho Cucamonga"
1952-DVVSW,Colfax
1955-IBMMB,"Forest Knolls"
1956-YIFGE,Boulevard
1958-RNRKS,"El Segundo"
1960-UOTYM,Lakewood
1960-UYCNN,Julian
1963-SVUCV,Flournoy
1963-VAUKV,Kyburz
1964-SVLEA,Upland
1965-AKTSX,Byron
1965-DDBWU,Escondido
1970-KKFWL,Rescue
1971-DTCZB,Yreka
1972-XMUWV,Miramonte
1976-AZZPJ,Concord
1976-CFOCS,"Dana Point"
1977-STDKI,"The Sea Ranch"
1980-KXVPM,"El Centro"
1981-INRFU,"San Diego"
1982-FEBTD,"Newport Beach"
1984-FCOWB,Templeton
1984-GPTEH,Burbank
1985-MBRYP,Arnold
1986-PHGZF,Greenwood
1987-AUELQ,"Los Angeles"
1989-PRJHP,Pleasanton
1991-VOPLL,"San Marcos"
1996-DBMUS,"Palo Verde"
1998-VHJHK,"Santa Barbara"
2000-DHJUY,"Menlo Park"
2000-MPKCA,"San Pedro"
2001-EWBQU,Stockton
2001-MCUUW,Corona
2002-MZHWP,Delhi
2003-CKLOR,Igo
2004-OCQXK,Merced
2005-DWQZJ,"Stevenson Ranch"
2007-QVGAW,Cypress
2011-TRQYE,"Deer Park"
2012-NWRPA,Modesto
2013-SGDXK,Mariposa
2014-MKGMH,Riverside
2017-CCBLH,Weott
2018-PZKMU,"Santa Ana"
2018-QKYGT,"San Gabriel"
2019-HDCZY,Farmersville
2023-VQFDL,Riverside
2024-BASKD,Exeter
2025-JKFWI,Burbank
2026-TGDHM,Cloverdale
2027-CWDNU,Venice
2027-DNKIV,"Spring Valley"
2027-FECZV,Bodfish
2027-OAQQC,Aptos
2027-WKXMW,Montara
2030-BTZRO,Northridge
2034-CGRHZ,"San Francisco"
2034-GDRCN,"San Diego"
2037-SGXHH,"Campo Seco"
2037-XJFUP,Temecula
2038-LLMLM,"El Centro"
2038-OEQZH,Menifee
2038-YSEZE,"Los Angeles"
2039-JONDJ,Burbank
2040-LDIWQ,"Woodland Hills"
2040-OBMLJ,Dunlap
2040-VZIKE,Stevinson
2040-XBAVJ,Malibu
2041-JIJCI,Wendel
2043-WVTQJ,Westminster
2045-BMBTJ,"South El Monte"
2049-BAFNW,Vallejo
2050-ONYDQ,Montara
2054-PJOCK,Corona
2055-BFOCC,Likely
2055-PDADH,"Big Bend"
2055-SIFSS,Westmorland
2056-EVGZL,"West Covina"
2057-BOYKM,Inglewood
2057-ZBLPD,"Los Gatos"
2058-DCJBE,"Los Angeles"
2061-VVFST,Whittier
2065-MMKGR,"Diamond Springs"
2067-QYTCF,"Los Angeles"
2068-WWXQZ,Whittier
2070-FNEXE,Pasadena
2070-XYMFH,"Long Beach"
2072-ZVJJX,Sacramento
2073-QBVBI,"Los Angeles"
2074-GKOWZ,Novato
2074-GUHPQ,Albion
2075-PUEPR,"Newport Coast"
2075-RMJIK,"Santa Ysabel"
2077-DDHJK,Goleta
2077-MPJQO,"Menlo Park"
2079-FBMZK,Antelope
2080-CAZNM,Burbank
2080-GKCWQ,"San Pablo"
2080-SRCDE,Walnut
2081-KJSQF,Isleton
2081-VEYEH,Compton
2082-CEFLT,"San Diego"
2082-OJVTK,"San Diego"
2085-BOJKI,"Long Beach"
2085-JVGAD,Ivanhoe
2087-QAREY,"Sequoia National Park"
2088-IEBAU,Poway
2091-GPPIQ,"Yuba City"
2091-MJTFX,Auburn
2091-RFFBA,"Port Costa"
2096-XOTMO,Marysville
2097-YVPKN,Healdsburg
2100-BDNSN,"Strawberry Valley"
2101-RANCD,"El Dorado Hills"
2103-ZRXFN,"La Quinta"
2105-PHWON,Navarro
2107-FBPTK,Ramona
2108-GLPQB,"Los Angeles"
2108-XWMPY,Cabazon
2108-YKQTY,"Santa Monica"
2111-DWYHN,Aptos
2114-MGINA,"Rio Vista"
2115-BFTIW,"Clearlake Oaks"
2120-SMPEX,"Santa Rosa"
2121-JAFOM,Danville
2122-SZZZD,Sacramento
2122-YWVYA,"San Francisco"
2123-AGEEN,Millbrae
2123-VSCOT,Pomona
2126-GSEGL,Solvang
2129-ALKBS,Needles
2133-TSRRM,Rosemead
2135-DQWAQ,"Santa Barbara"
2135-RXIHG,Carson
2137-DQMEV,Tustin
2138-VFAPZ,"San Francisco"
2139-FQHLM,Corona
2141-RRYGO,Camino
2143-LJULT,Fresno
2144-BFDSO,Ranchita
2144-ESWKO,"San Pedro"
2146-EGVDT,Chatsworth
2150-OEGBV,Oakland
2150-UWTFY,"San Mateo"
2150-WLKUW,Banning
2153-MREFK,Fawnskin
2154-KVJFF,Stevinson
2155-AMQRX,Norwalk
2157-MXBJS,Calistoga
2159-TURXX,Weaverville
2160-GPFXD,Davis
2162-FRZAA,"Fort Irwin"
2164-SOQXL,"Los Angeles"
2165-VOEGB,Burbank
2167-FQSTQ,Hayward
2169-RRLFW,Capay
2171-UDMFD,Chowchilla
2172-EJXVF,"Los Angeles"
2176-LVPNX,"San Jose"
2176-OSJUV,Anaheim
2178-PMGCJ,"Long Beach"
2180-DXNEG,"Harbor City"
2181-TIDSV,"Glen Ellen"
2181-UAESM,"Angelus Oaks"
2186-QZEYA,"San Leandro"
2187-LZGPL,"Walnut Creek"
2187-PKZAY,Stevinson
2188-SXWVT,Chilcoot
2189-UXTKY,"La Quinta"
2189-WWOEW,Keene
2190-BCXEC,"Death Valley"
2190-PHBHR,Hume
2192-CKRLV,Wilton
2192-OZITF,"San Leandro"
2193-SFWQW,"San Rafael"
2194-IIQOF,Sunnyvale
2195-VVRJF,"Los Angeles"
2195-ZRVAX,Rodeo
2197-OMWGI,"Los Angeles"
2200-DSAAL,Greenbrae
2202-CUYXZ,Dublin
2202-OUTMO,Caruthers
2203-GHNWN,Julian
2205-LPVGL,Colusa
2205-YMZZJ,Clovis
2207-NHRJK,Carmel
2207-OBZNX,Aguanga
2207-QPJED,"Somes Bar"
2207-RYYRL,"Grass Valley"
2208-MPXIO,Escondido
2208-NKVVH,"Costa Mesa"
2208-NQBCT,"San Jose"
2208-UGTGR,Sultana
2209-XADXF,"Willow Creek"
2211-RMNHO,"Rio Nido"
2212-LYASK,Brea
2215-ZAFGX,"La Mesa"
2219-MVUSO,"Los Angeles"
2220-IAHLS,Modesto
2223-GDSHL,"Fountain Valley"
2223-KAGMX,"Santa Rosa"
2225-ZRGSG,Piru
2226-ICFDO,Covelo
2227-JRSJX,"Monterey Park"
2228-BZDEE,Pleasanton
2229-DPMBI,"Blairsden Graeagle"
2229-VWQJH,Homewood
2230-XTUWL,Madera
2232-DMLXU,"Van Nuys"
2233-FAGXV,"Salton City"
2233-TXSIU,"Grass Valley"
2234-EOFPT,"Santa Ana"
2234-XADUH,Amboy
2235-DWLJU,"Thousand Palms"
2235-EZAIK,Badger
2235-ZGKPT,"Los Angeles"
2236-HILPA,Hayward
2237-ZFSMY,Riverdale
2239-CFOUJ,Trinidad
2239-CGBUZ,"West Covina"
2239-JALAW,Escondido
2240-HSJQD,"La Mesa"
2242-MFOTG,Poway
2243-FNMMI,Torrance
2245-ADZFJ,Castella
2249-YPRNG,"The Sea Ranch"
2250-IVBWA,"San Jose"
2251-PYLPB,"Big Bear Lake"
2252-ISRNH,Covelo
2252-JHJGE,"Sun Valley"
2252-NKNSI,Salinas
2253-KPMNB,"Live Oak"
2254-DLXRI,Burbank
2256-YLYLP,Cypress
2257-BOVXD,"Tahoe City"
2259-OUUSZ,"San Diego"
2260-USTRB,Campo
2262-SLNVK,"Birds Landing"
2263-SFSQZ,"San Jose"
2265-CYWIV,Hickman
2266-FUBDZ,"San Francisco"
2266-SJNAT,Temecula
2267-FPIMA,"San Carlos"
2267-WTPYD,"Granada Hills"
2270-CHBFN,Ventura
2272-JKMSI,Roseville
2272-QAGFO,Inglewood
2272-UOINI,"Rancho Cucamonga"
2272-WUSPA,Milford
2273-QCKXA,"Culver City"
2274-XUATA,Earp
2275-RBYQS,"Sun City"
2276-YDAVZ,"San Diego"
2277-AXSDC,"El Centro"
2277-BKJKN,Camptonville
2277-DJJDL,"La Grange"
2277-VWCNI,Brookdale
2279-AXJJK,Cazadero
2282-YGNOR,"Monterey Park"
2284-VFLKH,"Clipper Mills"
2292-XQWSV,"Temple City"
2293-IJWPS,Piercy
2294-DMMUS,Patterson
2294-SALNE,"Chula Vista"
2296-DKZFP,"San Francisco"
2300-RQGOI,Needles
2302-ANTDP,"Hat Creek"
2302-OUZXB,Ventura
2303-PJYHN,"Los Angeles"
2305-MRGLV,"Klamath River"
2307-FYNNL,"La Mirada"
2308-STERM,Armona
2309-OSFEU,"Smith River"
2311-QYMUQ,"San Joaquin"
2314-TNDJQ,Oceanside
2316-ESMLS,Fresno
2320-JRSDE,Richgrove
2320-SLKMB,Baker
2320-TZRRH,"Three Rivers"
2320-YKQBO,Grenada
2321-OMBXY,"San Diego"
2322-VCZHZ,"El Portal"
2323-ARSVR,Milpitas
2324-AALNO,Porterville
2324-EFHVG,Oakland
2325-NBPZG,Novato
2325-WINES,Littlerock
2325-ZUSFD,Irvine
2330-PQGDQ,Gualala
2332-EFBJY,"Sherman Oaks"
2332-TODQS,"Garden Grove"
2333-KWEWW,Fresno
2335-GSODA,Camino
2338-BQEZT,"San Carlos"
2342-CKIAO,Eagleville
2344-JMOGN,Buttonwillow
2346-CZYIL,"Beverly Hills"
2346-DJQTB,Fairfax
2346-LOCWC,Arbuckle
2347-WKKAE,Penryn
2348-KCJLT,"Los Alamitos"
2351-BKRZW,Gilroy
2351-RRBUE,Tulelake
2357-COQEK,Atherton
2359-KLTEK,Lookout
2359-KMGLI,"Running Springs"
2359-QWQUL,"Los Angeles"
2360-RDGRO,Sutter
2361-FJWNO,"Rancho Cucamonga"
2361-UPSND,Herlong
2362-IBOOY,"San Diego"
2363-BJLSL,Bonita
2364-UFROM,"San Diego"
2368-GAKKQ,Sylmar
2369-FEVNO,"Long Beach"
2369-UAPKZ,"Meadow Vista"
2371-JQHZZ,Bakersfield
2371-JUNGC,Cupertino
2371-KFUOG,Escondido
2372-HWUHI,Lakewood
2373-NTKOD,"Rancho Cordova"
2378-HTWFW,Newman
2378-VTKDH,Woodland
2378-YIZKA,Weed
2379-ENZGV,"San Diego"
2379-GYFLQ,Oceanside
2380-DAMQP,"La Palma"
2382-BCKQJ,Escondido
2384-OVPSA,Caruthers
2386-LAHRK,Weimar
2386-OWURY,Yucaipa
2387-KDZQY,Weaverville
2388-LAESQ,Manchester
2391-IPLOP,Corcoran
2391-SOORI,"Big Bear City"
2393-DIVAI,Brea
2397-BRLOM,"San Rafael"
2398-YPMUR,Dinuba
2400-FEQME,Grenada
2400-XIWIO,Lucerne
2402-TAIRZ,"Los Angeles"
2403-BCASL,"Santa Ana"
2404-JIBFC,Anaheim
2405-LBMUW,Oceanside
2408-PSJVE,"Chino Hills"
2408-TZMJL,Gualala
2408-WITXK,"San Jose"
2410-CIYFZ,Woodland
2418-TPEUN,Topanga
2419-FSORS,Salinas
2424-WVHPL,"Redondo Beach"
2428-HYUNX,"San Francisco"
2428-ZMCTB,"Mountain View"
2429-AYKKO,Redding
2430-RRYUW,Tecate
2430-USGXP,"Santa Fe Springs"
2432-TFSMK,Sebastopol
2433-KMEAS,Dublin
2434-EEVDB,"California City"
2436-QBZFP,Yreka
2439-LYPMQ,Milford
2439-QKJUL,Saratoga
2446-BEGGB,Lakewood
2446-PLQVO,"Santa Clarita"
2446-ZKVAF,Stockton
2450-ZKEED,"Mammoth Lakes"
2451-YMUXS,Vista
2452-KDRRH,"Mi Wuk Village"
2452-MRMZF,Inglewood
2452-SNHFZ,"Elk Creek"
2453-SAFNS,Likely
2454-RPBRZ,"Catheys Valley"
2455-USLMV,Redlands
2458-EOMRE,"Mc Farland"
2460-FPSYH,Exeter
2460-NGXBJ,Stockton
2462-XIIJB,Miranda
2465-BLLEU,Salinas
2466-FCCPT,"North Fork"
2466-NEJOJ,Bodega
2468-SJFLM,Biggs
2469-DTSGX,Somis
2472-OVKUP,"Canoga Park"
2474-BRUCM,Redding
2474-LCNUE,"Sunset Beach"
2475-MROZF,Murrieta
2476-YGEFM,Clovis
2478-EEWWM,Glenn
2479-BRAMR,Murphys
2480-EJWYP,Roseville
2480-JZOSN,Woody
2480-SQIOB,"Woodland Hills"
2481-SBOYW,"San Bernardino"
2482-CZGBB,Anaheim
2483-XSSMZ,Orinda
2484-DGXPZ,"San Dimas"
2485-ITVKB,Northridge
2486-WYVVE,Sacramento
2495-INZWQ,"San Juan Bautista"
2495-KZNFB,"La Mesa"
2495-TTHBQ,"La Quinta"
2498-XLDZR,"San Diego"
2499-AJYUA,Benton
2501-XWWTZ,"San Clemente"
2504-DSHIH,"Thousand Oaks"
2506-CLAKW,Ventura
2506-TNFCO,Riverside
2507-QZPQS,"La Mirada"
2509-TFPJU,Torrance
2511-ALLCS,"Temple City"
2511-MORQY,Torrance
2514-GINMM,"Dana Point"
2516-VQRRV,"Culver City"
2516-XSJKX,"San Juan Bautista"
2519-ERQOJ,"Desert Hot Springs"
2519-FAKOD,Tehachapi
2519-LBNQL,Artesia
2519-TWKFS,Blocksburg
2520-SGTTA,"Ben Lomond"
2521-NPUZR,"Santa Maria"
2522-AHJXR,"Death Valley"
2522-WLNSF,"Los Olivos"
2523-EWWZL,Blythe
2525-GVKQU,"Santa Margarita"
2528-HFYZX,"Santa Ana"
2530-ENDWQ,"Rio Dell"
2530-FMFXO,Irvine
2533-QVMSK,"March Air Reserve Base"
2533-TIBIX,"Oak Run"
2535-PBCGC,"San Diego"
2538-OIMXF,"Cathedral City"
2541-YGPKE,"Lemon Cove"
2542-HYGIQ,"Palo Alto"
2545-EBUPK,"Los Angeles"
2545-LXYVJ,"Suisun City"
2546-KZAAT,"San Diego"
2550-AEVRU,"Woodland Hills"
2550-QHZGP,Calexico
2558-BUOZZ,Glendale
2560-PPCHE,"Huntington Beach"
2560-QTSBS,Pomona
2560-WBWXF,"March Air Reserve Base"
2565-JSLRY,Bakersfield
2568-BRGYX,Dixon
2568-OIADY,Escondido
2569-WGERO,Landers
2573-GYRUU,"San Miguel"
2575-GFSOE,Graton
2576-HXMPA,Mckinleyville
2577-GVSIL,Lamont
2578-JQPHZ,Bayside
2580-ASVVY,"San Ysidro"
2580-ATZSQ,"San Jose"
