partition_row_number,customer_id,customer_status,churn_category,churn_reason
2,3223-WZWJM,Churned,Competitor,"Competitor offered higher download speeds"
3,4704-ERYFC,Churned,Competitor,"Competitor offered higher download speeds"
4,5380-WJKOV,Churned,Competitor,"Competitor offered higher download speeds"
5,2951-QOQTK,Churned,Competitor,"Competitor offered higher download speeds"
6,4919-MOAVT,Churned,Competitor,"Competitor offered higher download speeds"
7,5469-CTCWN,Churned,Competitor,"Competitor offered higher download speeds"
8,4124-MMETB,Churned,Competitor,"Competitor offered higher download speeds"
9,3722-WPXTK,Churned,Competitor,"Competitor offered higher download speeds"
10,4913-EHYUI,Churned,Competitor,"Competitor offered higher download speeds"
11,2889-FPWRM,Churned,Competitor,"Competitor offered higher download speeds"
12,5536-RTPWK,Churned,Competitor,"Competitor offered higher download speeds"
13,5385-SUIRI,Churned,Competitor,"Competitor offered higher download speeds"
14,4398-HSCJH,Churned,Competitor,"Competitor offered higher download speeds"
15,4702-IOQDC,Churned,Competitor,"Competitor offered higher download speeds"
16,5154-VEKBL,Churned,Competitor,"Competitor offered higher download speeds"
17,4547-KQRTM,Churned,Competitor,"Competitor offered higher download speeds"
18,3815-SLMEF,Churned,Competitor,"Competitor offered higher download speeds"
19,4250-ZBWLV,Churned,Competitor,"Competitor offered higher download speeds"
20,4550-EVXNY,Churned,Competitor,"Competitor offered higher download speeds"
21,4081-DYXAV,Churned,Competitor,"Competitor offered higher download speeds"
22,5236-PERKL,Churned,Competitor,"Competitor offered higher download speeds"
23,2962-XPMCQ,Churned,Competitor,"Competitor offered higher download speeds"
24,3683-QKIUE,Churned,Competitor,"Competitor offered higher download speeds"
25,2930-UOTMB,Churned,Competitor,"Competitor offered higher download speeds"
26,4631-OACRM,Churned,Competitor,"Competitor offered higher download speeds"
27,4785-QRJHC,Churned,Competitor,"Competitor offered higher download speeds"
28,5095-AESKG,Churned,Competitor,"Competitor offered higher download speeds"
29,3259-FDWOY,Churned,Competitor,"Competitor offered higher download speeds"
30,3565-UNOCC,Churned,Competitor,"Competitor offered higher download speeds"
31,4905-JEFDW,Churned,Competitor,"Competitor offered higher download speeds"
32,3440-JPSCL,Churned,Competitor,"Competitor offered higher download speeds"
33,7627-JKIAZ,Churned,Competitor,"Competitor offered higher download speeds"
34,6892-XPFPU,Churned,Competitor,"Competitor offered higher download speeds"
35,6876-ADESB,Churned,Competitor,"Competitor offered higher download speeds"
36,5842-POCOP,Churned,Competitor,"Competitor offered higher download speeds"
37,7854-FOKSF,Churned,Competitor,"Competitor offered higher download speeds"
38,5980-NOPLP,Churned,Competitor,"Competitor offered higher download speeds"
39,7137-RYLPP,Churned,Competitor,"Competitor offered higher download speeds"
40,7016-BPGEU,Churned,Competitor,"Competitor offered higher download speeds"
41,5685-IIXLY,Churned,Competitor,"Competitor offered higher download speeds"
42,5875-YPQFJ,Churned,Competitor,"Competitor offered higher download speeds"
43,6956-SMUCM,Churned,Competitor,"Competitor offered higher download speeds"
44,5797-APWZC,Churned,Competitor,"Competitor offered higher download speeds"
45,8010-EZLOU,Churned,Competitor,"Competitor offered higher download speeds"
46,5669-SRAIP,Churned,Competitor,"Competitor offered higher download speeds"
47,8063-RJYNF,Churned,Competitor,"Competitor offered higher download speeds"
48,5899-MQZZL,Churned,Competitor,"Competitor offered higher download speeds"
49,6110-OHIHY,Churned,Competitor,"Competitor offered higher download speeds"
50,7721-JXEAW,Churned,Competitor,"Competitor offered higher download speeds"
51,5748-RNCJT,Churned,Competitor,"Competitor offered higher download speeds"
52,6128-CZOMY,Churned,Competitor,"Competitor offered higher download speeds"
53,7716-YTYHG,Churned,Competitor,"Competitor offered higher download speeds"
54,6178-KFNHS,Churned,Competitor,"Competitor offered higher download speeds"
55,9576-ANLXO,Churned,Competitor,"Competitor offered higher download speeds"
56,8740-CRYFY,Churned,Competitor,"Competitor offered higher download speeds"
57,9574-RKJIF,Churned,Competitor,"Competitor offered higher download speeds"
58,8563-IIOXK,Churned,Competitor,"Competitor offered higher download speeds"
59,8610-WFCJF,Churned,Competitor,"Competitor offered higher download speeds"
60,8631-NBHFZ,Churned,Competitor,"Competitor offered higher download speeds"
61,9540-JYROE,Churned,Competitor,"Competitor offered higher download speeds"
62,8775-CEBBJ,Churned,Competitor,"Competitor offered higher download speeds"
63,9897-KXHCM,Churned,Competitor,"Competitor offered higher download speeds"
64,8603-IJWDN,Churned,Competitor,"Competitor offered higher download speeds"
65,8773-HHUOZ,Churned,Competitor,"Competitor offered higher download speeds"
66,9524-EGPJC,Churned,Competitor,"Competitor offered higher download speeds"
67,9692-TUSXH,Churned,Competitor,"Competitor offered higher download speeds"
68,8436-BJUMM,Churned,Competitor,"Competitor offered higher download speeds"
69,8450-JOVAH,Churned,Competitor,"Competitor offered higher download speeds"
70,9824-BEMCV,Churned,Competitor,"Competitor offered higher download speeds"
71,0637-UBJRP,Churned,Competitor,"Competitor offered higher download speeds"
72,0887-HJGAR,Churned,Competitor,"Competitor offered higher download speeds"
73,1502-XFCVR,Churned,Competitor,"Competitor offered higher download speeds"
74,0471-LVHGK,Churned,Competitor,"Competitor offered higher download speeds"
75,0939-YAPAF,Churned,Competitor,"Competitor offered higher download speeds"
76,0727-BMPLR,Churned,Competitor,"Competitor offered higher download speeds"
77,0778-NELLA,Churned,Competitor,"Competitor offered higher download speeds"
78,1565-RHDJD,Churned,Competitor,"Competitor offered higher download speeds"
79,1095-JUDTC,Churned,Competitor,"Competitor offered higher download speeds"
80,1193-RTSLK,Churned,Competitor,"Competitor offered higher download speeds"
81,1915-IOFGU,Churned,Competitor,"Competitor offered higher download speeds"
82,1925-TIBLE,Churned,Competitor,"Competitor offered higher download speeds"
83,1963-SVUCV,Churned,Competitor,"Competitor offered higher download speeds"
84,1465-VINDH,Churned,Competitor,"Competitor offered higher download speeds"
85,2592-SEIFQ,Churned,Competitor,"Competitor offered higher download speeds"
86,2619-WFQWU,Churned,Competitor,"Competitor offered higher download speeds"
87,0719-SYFRB,Churned,Competitor,"Competitor offered higher download speeds"
88,1862-SKORY,Churned,Competitor,"Competitor offered higher download speeds"
89,2691-NZETQ,Churned,Competitor,"Competitor offered higher download speeds"
90,2810-FTLEM,Churned,Competitor,"Competitor offered higher download speeds"
91,0807-ZABDG,Churned,Competitor,"Competitor offered higher download speeds"
92,1113-IUJYX,Churned,Competitor,"Competitor offered higher download speeds"
93,0112-QWPNC,Churned,Competitor,"Competitor offered higher download speeds"
94,0376-YMCJC,Churned,Competitor,"Competitor offered higher download speeds"
95,0587-DMGBH,Churned,Competitor,"Competitor offered higher download speeds"
96,0870-VEMYL,Churned,Competitor,"Competitor offered higher download speeds"
97,1699-HPSBG,Churned,Competitor,"Competitor offered higher download speeds"
98,1678-FYZOW,Churned,Competitor,"Competitor offered higher download speeds"
99,0133-BMFZO,Churned,Competitor,"Competitor offered higher download speeds"
100,0634-SZPQA,Churned,Competitor,"Competitor offered higher download speeds"
1,1092-GANHU,Churned,Competitor,"Competitor offered more data"
2,0680-DFNNY,Churned,Competitor,"Competitor offered more data"
3,0772-GYEQQ,Churned,Competitor,"Competitor offered more data"
4,1264-BYWMS,Churned,Competitor,"Competitor offered more data"
5,2462-XIIJB,Churned,Competitor,"Competitor offered more data"
6,0872-NXJYS,Churned,Competitor,"Competitor offered more data"
7,0195-IESCP,Churned,Competitor,"Competitor offered more data"
8,0927-LCSMG,Churned,Competitor,"Competitor offered more data"
9,1871-MOWRM,Churned,Competitor,"Competitor offered more data"
10,1447-GIQMR,Churned,Competitor,"Competitor offered more data"
11,2013-SGDXK,Churned,Competitor,"Competitor offered more data"
12,1196-AMORA,Churned,Competitor,"Competitor offered more data"
13,2302-ANTDP,Churned,Competitor,"Competitor offered more data"
14,0495-ZBNGW,Churned,Competitor,"Competitor offered more data"
15,2024-BASKD,Churned,Competitor,"Competitor offered more data"
16,1977-STDKI,Churned,Competitor,"Competitor offered more data"
17,2754-VDLTR,Churned,Competitor,"Competitor offered more data"
18,0940-OUQEC,Churned,Competitor,"Competitor offered more data"
19,2260-USTRB,Churned,Competitor,"Competitor offered more data"
20,0117-LFRMW,Churned,Competitor,"Competitor offered more data"
21,0895-DQHEW,Churned,Competitor,"Competitor offered more data"
22,0818-OCPZO,Churned,Competitor,"Competitor offered more data"
23,2777-PHDEI,Churned,Competitor,"Competitor offered more data"
24,2533-QVMSK,Churned,Competitor,"Competitor offered more data"
25,0687-ZVTHB,Churned,Competitor,"Competitor offered more data"
26,2530-ENDWQ,Churned,Competitor,"Competitor offered more data"
27,0639-TSIQW,Churned,Competitor,"Competitor offered more data"
28,2057-ZBLPD,Churned,Competitor,"Competitor offered more data"
29,2027-OAQQC,Churned,Competitor,"Competitor offered more data"
30,1236-WFCDV,Churned,Competitor,"Competitor offered more data"
31,0325-XBFAC,Churned,Competitor,"Competitor offered more data"
32,2479-BRAMR,Churned,Competitor,"Competitor offered more data"
33,0324-BRPCJ,Churned,Competitor,"Competitor offered more data"
34,5889-LFOLL,Churned,Competitor,"Competitor offered more data"
35,8149-RSOUN,Churned,Competitor,"Competitor offered more data"
36,5914-DVBWJ,Churned,Competitor,"Competitor offered more data"
37,8292-TYSPY,Churned,Competitor,"Competitor offered more data"
38,6543-CPZMK,Churned,Competitor,"Competitor offered more data"
39,8020-BWHYL,Churned,Competitor,"Competitor offered more data"
40,7943-RQCHR,Churned,Competitor,"Competitor offered more data"
41,5981-ITEMU,Churned,Competitor,"Competitor offered more data"
42,7912-SYRQT,Churned,Competitor,"Competitor offered more data"
43,7881-INRLC,Churned,Competitor,"Competitor offered more data"
44,7881-EVUAD,Churned,Competitor,"Competitor offered more data"
45,6000-APYLU,Churned,Competitor,"Competitor offered more data"
46,6034-ZRYCV,Churned,Competitor,"Competitor offered more data"
47,6633-MPWBS,Churned,Competitor,"Competitor offered more data"
48,6641-XRPSU,Churned,Competitor,"Competitor offered more data"
49,7758-XKCBS,Churned,Competitor,"Competitor offered more data"
50,7739-LAXOG,Churned,Competitor,"Competitor offered more data"
51,6240-EURKS,Churned,Competitor,"Competitor offered more data"
52,7703-ZEKEF,Churned,Competitor,"Competitor offered more data"
53,6688-UZPWD,Churned,Competitor,"Competitor offered more data"
54,6158-DWPZT,Churned,Competitor,"Competitor offered more data"
55,6172-FECYY,Churned,Competitor,"Competitor offered more data"
56,7330-WZLNC,Churned,Competitor,"Competitor offered more data"
57,6804-GDMOI,Churned,Competitor,"Competitor offered more data"
58,7249-WBIYX,Churned,Competitor,"Competitor offered more data"
59,6849-OYAMU,Churned,Competitor,"Competitor offered more data"
60,6416-TVAIH,Churned,Competitor,"Competitor offered more data"
61,7130-VTEWQ,Churned,Competitor,"Competitor offered more data"
62,7089-IVVAZ,Churned,Competitor,"Competitor offered more data"
63,6961-VCPMC,Churned,Competitor,"Competitor offered more data"
64,7029-RPUAV,Churned,Competitor,"Competitor offered more data"
65,8263-JQAIK,Churned,Competitor,"Competitor offered more data"
66,8257-RZAHR,Churned,Competitor,"Competitor offered more data"
67,8168-UQWWF,Churned,Competitor,"Competitor offered more data"
68,3765-JXVKY,Churned,Competitor,"Competitor offered more data"
69,3190-XFANI,Churned,Competitor,"Competitor offered more data"
70,3842-IYKUE,Churned,Competitor,"Competitor offered more data"
71,4765-OXPPD,Churned,Competitor,"Competitor offered more data"
72,4958-XCBDQ,Churned,Competitor,"Competitor offered more data"
73,5480-TBGPH,Churned,Competitor,"Competitor offered more data"
74,4228-ZGYUW,Churned,Competitor,"Competitor offered more data"
75,3656-TKRVZ,Churned,Competitor,"Competitor offered more data"
76,3400-ESFUW,Churned,Competitor,"Competitor offered more data"
77,3755-JBMNH,Churned,Competitor,"Competitor offered more data"
78,3090-HAWSU,Churned,Competitor,"Competitor offered more data"
79,4816-JBHOV,Churned,Competitor,"Competitor offered more data"
80,4290-BSXUX,Churned,Competitor,"Competitor offered more data"
81,3519-ZKXGG,Churned,Competitor,"Competitor offered more data"
82,4404-HIBDJ,Churned,Competitor,"Competitor offered more data"
83,3045-XETSH,Churned,Competitor,"Competitor offered more data"
84,5293-WXJAK,Churned,Competitor,"Competitor offered more data"
85,4587-VVTOX,Churned,Competitor,"Competitor offered more data"
86,2968-SSGAA,Churned,Competitor,"Competitor offered more data"
87,3313-QKNKB,Churned,Competitor,"Competitor offered more data"
88,3523-QRQLL,Churned,Competitor,"Competitor offered more data"
89,3627-FCRDW,Churned,Competitor,"Competitor offered more data"
90,3671-SHRSP,Churned,Competitor,"Competitor offered more data"
91,3982-XWFZQ,Churned,Competitor,"Competitor offered more data"
92,3158-MOERK,Churned,Competitor,"Competitor offered more data"
93,4614-NUVZD,Churned,Competitor,"Competitor offered more data"
94,4505-EXZHB,Churned,Competitor,"Competitor offered more data"
95,4009-ALQFH,Churned,Competitor,"Competitor offered more data"
96,3957-LXOLK,Churned,Competitor,"Competitor offered more data"
97,5073-WXOYN,Churned,Competitor,"Competitor offered more data"
98,4710-FDUIZ,Churned,Competitor,"Competitor offered more data"
99,3763-GCZHZ,Churned,Competitor,"Competitor offered more data"
100,4791-QRGMF,Churned,Competitor,"Competitor offered more data"
101,8393-DLHGA,Churned,Competitor,"Competitor offered more data"
102,8623-TMRBY,Churned,Competitor,"Competitor offered more data"
103,8854-CCVSQ,Churned,Competitor,"Competitor offered more data"
104,9090-SGQXL,Churned,Competitor,"Competitor offered more data"
105,8627-EHGIP,Churned,Competitor,"Competitor offered more data"
106,9420-LOJKX,Churned,Competitor,"Competitor offered more data"
107,9415-DPEWS,Churned,Competitor,"Competitor offered more data"
108,8644-XLFBW,Churned,Competitor,"Competitor offered more data"
109,9658-WYUFB,Churned,Competitor,"Competitor offered more data"
110,9249-FXSCK,Churned,Competitor,"Competitor offered more data"
111,8779-QRDMV,Churned,Competitor,"Competitor offered more data"
112,9776-CLUJA,Churned,Competitor,"Competitor offered more data"
113,9274-CNFMO,Churned,Competitor,"Competitor offered more data"
114,8992-JQYUN,Churned,Competitor,"Competitor offered more data"
115,9369-XFEHK,Churned,Competitor,"Competitor offered more data"
116,9948-YPTDG,Churned,Competitor,"Competitor offered more data"
117,9874-QLCLH,Churned,Competitor,"Competitor offered more data"
1,8976-OQHGT,Churned,Dissatisfaction,"Lack of self-service on Website"
2,8364-TRMMK,Churned,Dissatisfaction,"Lack of self-service on Website"
3,8816-VXNZD,Churned,Dissatisfaction,"Lack of self-service on Website"
4,9850-OWRHQ,Churned,Dissatisfaction,"Lack of self-service on Website"
5,9728-FTTVZ,Churned,Dissatisfaction,"Lack of self-service on Website"
6,7666-WKRON,Churned,Dissatisfaction,"Lack of self-service on Website"
7,7503-ZGUZJ,Churned,Dissatisfaction,"Lack of self-service on Website"
8,6906-ANDWJ,Churned,Dissatisfaction,"Lack of self-service on Website"
9,1396-QWFBJ,Churned,Dissatisfaction,"Lack of self-service on Website"
10,2683-BPJSO,Churned,Dissatisfaction,"Lack of self-service on Website"
11,0402-CQAJN,Churned,Dissatisfaction,"Lack of self-service on Website"
12,1455-UGQVH,Churned,Dissatisfaction,"Lack of self-service on Website"
13,2391-SOORI,Churned,Dissatisfaction,"Lack of self-service on Website"
14,1585-MQSSU,Churned,Dissatisfaction,"Lack of self-service on Website"
15,1902-XBTFB,Churned,Dissatisfaction,"Lack of self-service on Website"
16,1334-FJSVR,Churned,Dissatisfaction,"Lack of self-service on Website"
17,1213-NGCUN,Churned,Dissatisfaction,"Lack of self-service on Website"
18,1660-HSOOQ,Churned,Dissatisfaction,"Lack of self-service on Website"
19,3315-TOTBP,Churned,Dissatisfaction,"Lack of self-service on Website"
20,3814-MLAXC,Churned,Dissatisfaction,"Lack of self-service on Website"
21,4847-QNOKA,Churned,Dissatisfaction,"Lack of self-service on Website"
22,4628-CTTLA,Churned,Dissatisfaction,"Lack of self-service on Website"
23,5175-AOBHI,Churned,Dissatisfaction,"Lack of self-service on Website"
24,3540-RZJYU,Churned,Dissatisfaction,"Lack of self-service on Website"
25,3663-MITLP,Churned,Dissatisfaction,"Lack of self-service on Website"
26,2933-FILNV,Churned,Dissatisfaction,"Lack of self-service on Website"
27,3006-XIMLN,Churned,Dissatisfaction,"Lack of self-service on Website"
28,2911-UREFD,Churned,Dissatisfaction,"Lack of self-service on Website"
29,5087-SUURX,Churned,Dissatisfaction,"Lack of self-service on Website"
1,3932-CMDTD,Churned,Dissatisfaction,"Limited range of services"
2,5383-MMTWC,Churned,Dissatisfaction,"Limited range of services"
3,4598-XLKNJ,Churned,Dissatisfaction,"Limited range of services"
4,4806-HIPDW,Churned,Dissatisfaction,"Limited range of services"
5,5519-YLDGW,Churned,Dissatisfaction,"Limited range of services"
6,5550-VFRLC,Churned,Dissatisfaction,"Limited range of services"
7,6331-LWDTQ,Churned,Dissatisfaction,"Limited range of services"
8,6834-NXDCA,Churned,Dissatisfaction,"Limited range of services"
9,6235-VDHOM,Churned,Dissatisfaction,"Limited range of services"
10,8348-HFYIV,Churned,Dissatisfaction,"Limited range of services"
11,5868-YWPDW,Churned,Dissatisfaction,"Limited range of services"
12,7613-LLQFO,Churned,Dissatisfaction,"Limited range of services"
13,7270-BDIOA,Churned,Dissatisfaction,"Limited range of services"
14,5976-JCJRH,Churned,Dissatisfaction,"Limited range of services"
15,7779-LGOVN,Churned,Dissatisfaction,"Limited range of services"
16,9445-SZLCH,Churned,Dissatisfaction,"Limited range of services"
17,9514-JDSKI,Churned,Dissatisfaction,"Limited range of services"
18,8752-STIVR,Churned,Dissatisfaction,"Limited range of services"
19,8413-VONUO,Churned,Dissatisfaction,"Limited range of services"
20,8650-RHRKE,Churned,Dissatisfaction,"Limited range of services"
21,9174-FKWZE,Churned,Dissatisfaction,"Limited range of services"
22,8676-TRMJS,Churned,Dissatisfaction,"Limited range of services"
23,9381-NDKME,Churned,Dissatisfaction,"Limited range of services"
24,8749-JMNKX,Churned,Dissatisfaction,"Limited range of services"
25,9360-AHGNL,Churned,Dissatisfaction,"Limited range of services"
26,2656-FMOKZ,Churned,Dissatisfaction,"Limited range of services"
27,2612-RRIDN,Churned,Dissatisfaction,"Limited range of services"
28,0022-TCJCI,Churned,Dissatisfaction,"Limited range of services"
29,2609-IAICY,Churned,Dissatisfaction,"Limited range of services"
30,0426-TIRNE,Churned,Dissatisfaction,"Limited range of services"
31,0564-JJHGS,Churned,Dissatisfaction,"Limited range of services"
32,1268-ASBGA,Churned,Dissatisfaction,"Limited range of services"
33,0697-ZMSWS,Churned,Dissatisfaction,"Limited range of services"
34,1550-LOAHA,Churned,Dissatisfaction,"Limited range of services"
35,0883-EIBTI,Churned,Dissatisfaction,"Limited range of services"
36,2722-JMONI,Churned,Dissatisfaction,"Limited range of services"
37,2154-KVJFF,Churned,Dissatisfaction,"Limited range of services"
1,2325-ZUSFD,Churned,Dissatisfaction,"Network reliability"
2,2157-MXBJS,Churned,Dissatisfaction,"Network reliability"
3,0378-XSZPU,Churned,Dissatisfaction,"Network reliability"
4,0897-FEGMU,Churned,Dissatisfaction,"Network reliability"
5,0643-OKLRP,Churned,Dissatisfaction,"Network reliability"
6,0201-OAMXR,Churned,Dissatisfaction,"Network reliability"
7,2091-MJTFX,Churned,Dissatisfaction,"Network reliability"
8,2408-TZMJL,Churned,Dissatisfaction,"Network reliability"
9,2506-TNFCO,Churned,Dissatisfaction,"Network reliability"
10,2626-URJFX,Churned,Dissatisfaction,"Network reliability"
11,2645-QTLMB,Churned,Dissatisfaction,"Network reliability"
12,0013-EXCHZ,Churned,Dissatisfaction,"Network reliability"
13,2265-CYWIV,Churned,Dissatisfaction,"Network reliability"
14,1031-IIDEO,Churned,Dissatisfaction,"Network reliability"
15,1226-UDFZR,Churned,Dissatisfaction,"Network reliability"
16,0684-AOSIH,Churned,Dissatisfaction,"Network reliability"
17,0516-WJVXC,Churned,Dissatisfaction,"Network reliability"
18,2856-NNASM,Churned,Dissatisfaction,"Network reliability"
19,6379-RXJRQ,Churned,Dissatisfaction,"Network reliability"
20,7480-QNVZJ,Churned,Dissatisfaction,"Network reliability"
21,8280-MQRQN,Churned,Dissatisfaction,"Network reliability"
22,5564-NEMQO,Churned,Dissatisfaction,"Network reliability"
23,8205-OTCHB,Churned,Dissatisfaction,"Network reliability"
24,5707-ORNDZ,Churned,Dissatisfaction,"Network reliability"
25,8019-ENHXU,Churned,Dissatisfaction,"Network reliability"
26,5696-QURRL,Churned,Dissatisfaction,"Network reliability"
27,7625-XCQRH,Churned,Dissatisfaction,"Network reliability"
28,6230-BSUXY,Churned,Dissatisfaction,"Network reliability"
29,5692-FPTAH,Churned,Dissatisfaction,"Network reliability"
30,6692-UDPJC,Churned,Dissatisfaction,"Network reliability"
31,7993-PYKOF,Churned,Dissatisfaction,"Network reliability"
32,7730-IUTDZ,Churned,Dissatisfaction,"Network reliability"
33,6661-HBGWL,Churned,Dissatisfaction,"Network reliability"
34,7253-UVNDW,Churned,Dissatisfaction,"Network reliability"
35,7825-ECJRF,Churned,Dissatisfaction,"Network reliability"
36,6400-BWQKW,Churned,Dissatisfaction,"Network reliability"
37,6432-TWQLB,Churned,Dissatisfaction,"Network reliability"
38,6101-IMRMM,Churned,Dissatisfaction,"Network reliability"
39,7254-IQWOZ,Churned,Dissatisfaction,"Network reliability"
40,6825-UYPFK,Churned,Dissatisfaction,"Network reliability"
41,8079-XRJRS,Churned,Dissatisfaction,"Network reliability"
42,6877-TJMBR,Churned,Dissatisfaction,"Network reliability"
43,5174-RNGBH,Churned,Dissatisfaction,"Network reliability"
44,4629-NRXKX,Churned,Dissatisfaction,"Network reliability"
45,4510-HIMLV,Churned,Dissatisfaction,"Network reliability"
46,3091-FYHKI,Churned,Dissatisfaction,"Network reliability"
47,3372-KWFBM,Churned,Dissatisfaction,"Network reliability"
48,3658-KIBGF,Churned,Dissatisfaction,"Network reliability"
49,5299-SJCZT,Churned,Dissatisfaction,"Network reliability"
50,3768-NLUBH,Churned,Dissatisfaction,"Network reliability"
51,4951-UKAAQ,Churned,Dissatisfaction,"Network reliability"
52,5277-ZLOOR,Churned,Dissatisfaction,"Network reliability"
53,2984-MIIZL,Churned,Dissatisfaction,"Network reliability"
54,4910-AQFFX,Churned,Dissatisfaction,"Network reliability"
55,4074-SJFFA,Churned,Dissatisfaction,"Network reliability"
56,3744-ZRRDZ,Churned,Dissatisfaction,"Network reliability"
57,5202-IVJNU,Churned,Dissatisfaction,"Network reliability"
58,4030-VPZBD,Churned,Dissatisfaction,"Network reliability"
59,5027-XWQHA,Churned,Dissatisfaction,"Network reliability"
60,4283-FUTGF,Churned,Dissatisfaction,"Network reliability"
61,9747-DDZOS,Churned,Dissatisfaction,"Network reliability"
62,9474-PHLYD,Churned,Dissatisfaction,"Network reliability"
63,8414-MYSHR,Churned,Dissatisfaction,"Network reliability"
64,9912-GVSEQ,Churned,Dissatisfaction,"Network reliability"
65,8481-YYXWG,Churned,Dissatisfaction,"Network reliability"
66,8740-XLHDR,Churned,Dissatisfaction,"Network reliability"
67,8806-EAGWC,Churned,Dissatisfaction,"Network reliability"
68,8761-NSOBC,Churned,Dissatisfaction,"Network reliability"
69,9134-CEQMF,Churned,Dissatisfaction,"Network reliability"
70,9965-YOKZB,Churned,Dissatisfaction,"Network reliability"
71,9378-FXTIZ,Churned,Dissatisfaction,"Network reliability"
72,9206-GVPEQ,Churned,Dissatisfaction,"Network reliability"
1,8714-EUHJO,Churned,Dissatisfaction,"Poor expertise of online support"
2,9831-BPFRI,Churned,Dissatisfaction,"Poor expertise of online support"
3,8922-LIEGH,Churned,Dissatisfaction,"Poor expertise of online support"
4,7854-EDSSA,Churned,Dissatisfaction,"Poor expertise of online support"
5,7660-HDPJV,Churned,Dissatisfaction,"Poor expertise of online support"
6,2232-DMLXU,Churned,Dissatisfaction,"Poor expertise of online support"
7,2817-NTQDO,Churned,Dissatisfaction,"Poor expertise of online support"
8,1522-VVDMG,Churned,Dissatisfaction,"Poor expertise of online support"
9,2636-ALXXZ,Churned,Dissatisfaction,"Poor expertise of online support"
10,2869-ADAWR,Churned,Dissatisfaction,"Poor expertise of online support"
11,3488-PGMQJ,Churned,Dissatisfaction,"Poor expertise of online support"
12,3329-WDIOK,Churned,Dissatisfaction,"Poor expertise of online support"
13,3799-ISUZQ,Churned,Dissatisfaction,"Poor expertise of online support"
1,3177-LASXD,Churned,Dissatisfaction,"Poor expertise of phone support"
2,3018-TFTSU,Churned,Dissatisfaction,"Poor expertise of phone support"
3,3721-CNEYS,Churned,Dissatisfaction,"Poor expertise of phone support"
4,8245-UMPYT,Churned,Dissatisfaction,"Poor expertise of phone support"
5,7931-PXHFC,Churned,Dissatisfaction,"Poor expertise of phone support"
6,7774-OJSXI,Churned,Dissatisfaction,"Poor expertise of phone support"
7,9117-SHLZX,Churned,Dissatisfaction,"Poor expertise of phone support"
8,8937-RDTHP,Churned,Dissatisfaction,"Poor expertise of phone support"
9,8869-TORSS,Churned,Dissatisfaction,"Poor expertise of phone support"
10,9185-TQCVP,Churned,Dissatisfaction,"Poor expertise of phone support"
11,1794-HBQTJ,Churned,Dissatisfaction,"Poor expertise of phone support"
12,1725-MIMXW,Churned,Dissatisfaction,"Poor expertise of phone support"
1,2011-TRQYE,Churned,Dissatisfaction,"Product dissatisfaction"
2,2386-LAHRK,Churned,Dissatisfaction,"Product dissatisfaction"
3,1513-XNPPH,Churned,Dissatisfaction,"Product dissatisfaction"
4,1432-FPAXX,Churned,Dissatisfaction,"Product dissatisfaction"
5,2180-DXNEG,Churned,Dissatisfaction,"Product dissatisfaction"
6,2737-WFVYW,Churned,Dissatisfaction,"Product dissatisfaction"
7,2867-UIMSS,Churned,Dissatisfaction,"Product dissatisfaction"
8,1625-JAIIY,Churned,Dissatisfaction,"Product dissatisfaction"
9,2845-AFFTX,Churned,Dissatisfaction,"Product dissatisfaction"
10,1567-DSCIC,Churned,Dissatisfaction,"Product dissatisfaction"
11,0094-OIFMO,Churned,Dissatisfaction,"Product dissatisfaction"
12,0011-IGKFF,Churned,Dissatisfaction,"Product dissatisfaction"
13,0746-JTRFU,Churned,Dissatisfaction,"Product dissatisfaction"
14,1024-GUALD,Churned,Dissatisfaction,"Product dissatisfaction"
15,2189-UXTKY,Churned,Dissatisfaction,"Product dissatisfaction"
16,2115-BFTIW,Churned,Dissatisfaction,"Product dissatisfaction"
17,0488-GSLFR,Churned,Dissatisfaction,"Product dissatisfaction"
18,0404-SWRVG,Churned,Dissatisfaction,"Product dissatisfaction"
19,2235-ZGKPT,Churned,Dissatisfaction,"Product dissatisfaction"
20,1444-VVSGW,Churned,Dissatisfaction,"Product dissatisfaction"
21,7486-KSRVI,Churned,Dissatisfaction,"Product dissatisfaction"
22,6330-JKLPC,Churned,Dissatisfaction,"Product dissatisfaction"
23,6900-PXRMS,Churned,Dissatisfaction,"Product dissatisfaction"
24,7341-LXCAF,Churned,Dissatisfaction,"Product dissatisfaction"
25,6410-LEFEN,Churned,Dissatisfaction,"Product dissatisfaction"
26,7641-EUYET,Churned,Dissatisfaction,"Product dissatisfaction"
27,6173-ITPWD,Churned,Dissatisfaction,"Product dissatisfaction"
28,6771-XWBDM,Churned,Dissatisfaction,"Product dissatisfaction"
29,7074-IEVOJ,Churned,Dissatisfaction,"Product dissatisfaction"
30,7055-VKGDA,Churned,Dissatisfaction,"Product dissatisfaction"
31,6543-XRMYR,Churned,Dissatisfaction,"Product dissatisfaction"
32,6629-CZTTH,Churned,Dissatisfaction,"Product dissatisfaction"
33,7317-GGVPB,Churned,Dissatisfaction,"Product dissatisfaction"
34,5956-VKDTT,Churned,Dissatisfaction,"Product dissatisfaction"
35,6689-KXGBO,Churned,Dissatisfaction,"Product dissatisfaction"
36,7762-URZQH,Churned,Dissatisfaction,"Product dissatisfaction"
37,5949-XIKAE,Churned,Dissatisfaction,"Product dissatisfaction"
