partition_row_number,customer_id,contract_type,"tenure (months)"
91,1735-XMJVH,Month-to-Month,8
92,3999-QGRJH,Month-to-Month,8
93,2373-NTKOD,Month-to-Month,8
1,4633-MKHYU,Month-to-Month,9
2,4123-DVHPH,Month-to-Month,9
3,1704-NRWYE,Month-to-Month,9
4,0778-NELLA,Month-to-Month,9
5,0564-JJHGS,Month-to-Month,9
6,3914-FDRHP,Month-to-Month,9
7,1991-VOPLL,Month-to-Month,9
8,0310-VQXAM,Month-to-Month,9
9,0727-IWKVK,Month-to-Month,9
10,4282-YMKNA,Month-to-Month,9
11,4283-IVYCI,Month-to-Month,9
12,2215-ZAFGX,Month-to-Month,9
13,0260-ZDLGK,Month-to-Month,9
14,4299-SIMNS,Month-to-Month,9
15,3173-NVMPX,Month-to-Month,9
16,1219-NNDDO,Month-to-Month,9
17,1304-BCCFO,Month-to-Month,9
18,1335-NTIUC,Month-to-Month,9
19,3055-MJDSB,Month-to-Month,9
20,3589-PPVKW,Month-to-Month,9
21,1385-TQOZW,Month-to-Month,9
22,1750-CSKKM,Month-to-Month,9
23,0196-JTUQI,Month-to-Month,9
24,2959-FENLU,Month-to-Month,9
25,2344-JMOGN,Month-to-Month,9
26,2691-NZETQ,Month-to-Month,9
27,0872-NXJYS,Month-to-Month,9
28,2018-PZKMU,Month-to-Month,9
29,1262-OPMFY,Month-to-Month,9
30,4445-ZJNMU,Month-to-Month,9
31,0570-BFQHT,Month-to-Month,9
32,4570-QHXHL,Month-to-Month,9
33,0781-LKXBR,Month-to-Month,9
34,0013-MHZWF,Month-to-Month,9
35,0003-MKNFE,Month-to-Month,9
36,3627-FCRDW,Month-to-Month,9
37,0709-TVGUR,Month-to-Month,9
38,2642-DTVCO,Month-to-Month,9
39,0836-SEYLU,Month-to-Month,9
40,0701-TJSEF,Month-to-Month,9
41,3948-FVVRP,Month-to-Month,9
42,3030-YZADT,Month-to-Month,9
43,3987-KQDDU,Month-to-Month,9
44,4568-TTZRT,Month-to-Month,9
45,2754-XBHTB,Month-to-Month,9
46,4083-EUGRJ,Month-to-Month,9
47,1518-VOWAV,Month-to-Month,9
48,2791-SFVEW,Month-to-Month,9
49,4116-TZAQJ,Month-to-Month,9
50,5154-VEKBL,Month-to-Month,9
51,5174-RNGBH,Month-to-Month,9
52,5186-EJEGL,Month-to-Month,9
53,7054-ENNGU,Month-to-Month,9
54,6969-MVBAI,Month-to-Month,9
55,5396-IZEPB,Month-to-Month,9
56,8270-RKSAP,Month-to-Month,9
57,5357-TZHPP,Month-to-Month,9
58,8778-LMWTJ,Month-to-Month,9
59,4765-OXPPD,Month-to-Month,9
60,8775-CEBBJ,Month-to-Month,9
61,5569-KGJHX,Month-to-Month,9
62,7354-OIJLX,Month-to-Month,9
63,5895-QSXOD,Month-to-Month,9
64,8735-NBLWT,Month-to-Month,9
65,8344-WFMFH,Month-to-Month,9
66,6410-LEFEN,Month-to-Month,9
67,5778-BVOFB,Month-to-Month,9
68,6210-KBBPI,Month-to-Month,9
69,7363-QTBIW,Month-to-Month,9
70,4910-AQFFX,Month-to-Month,9
71,5624-RYAMH,Month-to-Month,9
72,8058-JMEQO,Month-to-Month,9
73,8931-GJJIQ,Month-to-Month,9
74,7511-YMXVQ,Month-to-Month,9
75,6000-APYLU,Month-to-Month,9
76,6439-LAJXL,Month-to-Month,9
77,8990-ZXLSU,Month-to-Month,9
78,6278-FEPBZ,Month-to-Month,9
79,7240-ETPTR,Month-to-Month,9
80,9025-ZRPVR,Month-to-Month,9
81,9026-LHEVG,Month-to-Month,9
82,7727-SHVZV,Month-to-Month,9
83,7394-FKDNK,Month-to-Month,9
84,5698-BQJOH,Month-to-Month,9
85,5022-JNQEQ,Month-to-Month,9
86,5707-ORNDZ,Month-to-Month,9
87,6543-CPZMK,Month-to-Month,9
88,7426-RHZGU,Month-to-Month,9
89,5928-QLDHB,Month-to-Month,9
90,6339-YPSAH,Month-to-Month,9
91,8087-LGYHQ,Month-to-Month,9
92,5141-ZUVBH,Month-to-Month,9
93,8118-TJAFG,Month-to-Month,9
94,7943-RQCHR,Month-to-Month,9
95,9965-YOKZB,Month-to-Month,9
96,9734-YWGEX,Month-to-Month,9
97,9846-GKXAS,Month-to-Month,9
98,9940-HPQPG,Month-to-Month,9
99,9643-YBLUR,Month-to-Month,9
100,9547-ITEFG,Month-to-Month,9
1,9494-MRNYX,Month-to-Month,10
2,9700-ISPUP,Month-to-Month,10
3,9773-PEQBZ,Month-to-Month,10
4,9851-KIELU,Month-to-Month,10
5,9512-PHSMG,Month-to-Month,10
6,1436-ZMJAN,Month-to-Month,10
7,0195-IESCP,Month-to-Month,10
8,2309-OSFEU,Month-to-Month,10
9,4307-KWMXE,Month-to-Month,10
10,3675-YDUPJ,Month-to-Month,10
11,4572-DVCGN,Month-to-Month,10
12,2657-VPXTA,Month-to-Month,10
13,1960-UYCNN,Month-to-Month,10
14,3580-REOAC,Month-to-Month,10
15,2709-UQGNP,Month-to-Month,10
16,4324-BZCKL,Month-to-Month,10
17,4439-YRNVD,Month-to-Month,10
18,3847-BAERP,Month-to-Month,10
19,1907-UBQFC,Month-to-Month,10
20,2428-ZMCTB,Month-to-Month,10
21,3604-WLABM,Month-to-Month,10
22,0463-ZSDNT,Month-to-Month,10
23,1450-GALXR,Month-to-Month,10
24,2482-CZGBB,Month-to-Month,10
25,0621-TWIEM,Month-to-Month,10
26,3247-ZVOUO,Month-to-Month,10
27,2968-SSGAA,Month-to-Month,10
28,1455-UGQVH,Month-to-Month,10
29,1342-JPNKI,Month-to-Month,10
30,1465-VINDH,Month-to-Month,10
31,3682-YEUWS,Month-to-Month,10
32,0875-CABNR,Month-to-Month,10
33,4190-MFLUW,Month-to-Month,10
34,1624-WOIWJ,Month-to-Month,10
35,4182-BGSIQ,Month-to-Month,10
36,2740-JFBOK,Month-to-Month,10
37,0114-RSRRW,Month-to-Month,10
38,1184-PJVDB,Month-to-Month,10
39,4547-KQRTM,Month-to-Month,10
40,2660-EMUBI,Month-to-Month,10
41,4112-LUEIZ,Month-to-Month,10
42,1784-BXEFA,Month-to-Month,10
43,0940-OUQEC,Month-to-Month,10
44,3045-XETSH,Month-to-Month,10
45,0380-ZCSBI,Month-to-Month,10
46,2754-VDLTR,Month-to-Month,10
47,2408-WITXK,Month-to-Month,10
48,7779-LGOVN,Month-to-Month,10
49,8111-BKVDS,Month-to-Month,10
50,6347-DCUIK,Month-to-Month,10
51,8049-WJCLQ,Month-to-Month,10
52,5652-MSDEY,Month-to-Month,10
53,5555-RNPGT,Month-to-Month,10
54,8735-DCXNF,Month-to-Month,10
55,5138-WVKYJ,Month-to-Month,10
56,5424-RLQLC,Month-to-Month,10
57,9172-ANCRX,Month-to-Month,10
58,8861-HGGKB,Month-to-Month,10
59,5183-SNMJQ,Month-to-Month,10
60,6818-DJXAA,Month-to-Month,10
61,8003-EWNDZ,Month-to-Month,10
62,4860-YZGZM,Month-to-Month,10
63,8229-MYEJZ,Month-to-Month,10
64,5976-JCJRH,Month-to-Month,10
65,7209-JCUDS,Month-to-Month,10
66,7410-OIEDU,Month-to-Month,10
67,7249-WBIYX,Month-to-Month,10
68,5018-HEKFO,Month-to-Month,10
69,8065-YKXKD,Month-to-Month,10
70,6713-OKOMC,Month-to-Month,10
71,5651-CPDND,Month-to-Month,10
72,8337-UPOAQ,Month-to-Month,10
73,8439-LTUGF,Month-to-Month,10
74,6143-JQKEA,Month-to-Month,10
75,7766-CLTIC,Month-to-Month,10
76,4936-YPJNK,Month-to-Month,10
77,7094-MSZAO,Month-to-Month,10
78,5143-EGQFK,Month-to-Month,10
79,6331-LWDTQ,Month-to-Month,10
80,7143-BQIBA,Month-to-Month,10
81,8225-BTJAU,Month-to-Month,10
82,5863-OOKCL,Month-to-Month,10
83,5747-PMBSQ,Month-to-Month,10
84,7966-YOTQW,Month-to-Month,10
85,5016-ETTFF,Month-to-Month,10
86,4817-QRJSX,Month-to-Month,10
87,8443-WVPSS,Month-to-Month,10
88,8734-DKSTZ,Month-to-Month,10
89,6379-RXJRQ,Month-to-Month,10
90,5606-AMZBO,Month-to-Month,10
91,5299-RULOA,Month-to-Month,10
92,8095-WANWK,Month-to-Month,10
93,5923-GXUOC,Month-to-Month,10
94,9272-LSVYH,Month-to-Month,10
1,5527-ACHSO,Month-to-Month,11
2,7928-VJYAB,Month-to-Month,11
3,4946-EDSEW,Month-to-Month,11
4,6328-ZPBGN,Month-to-Month,11
5,6330-JKLPC,Month-to-Month,11
6,7625-XCQRH,Month-to-Month,11
7,7321-PKUYW,Month-to-Month,11
8,8158-WPEZG,Month-to-Month,11
9,5879-SESNB,Month-to-Month,11
10,4895-TMWIR,Month-to-Month,11
11,5108-ADXWO,Month-to-Month,11
12,7706-DZNKK,Month-to-Month,11
13,6652-YFFJO,Month-to-Month,11
14,7266-GSSJX,Month-to-Month,11
15,5271-DBYSJ,Month-to-Month,11
16,6416-YJTTB,Month-to-Month,11
17,5293-WXJAK,Month-to-Month,11
18,8108-UXRQN,Month-to-Month,11
19,8168-UQWWF,Month-to-Month,11
20,5035-BVCXS,Month-to-Month,11
21,7950-XWOVN,Month-to-Month,11
22,4801-JZAZL,Month-to-Month,11
23,6688-UZPWD,Month-to-Month,11
24,8785-EPNCG,Month-to-Month,11
25,8981-FJGLA,Month-to-Month,11
26,5442-XSDCW,Month-to-Month,11
27,8999-BOHSE,Month-to-Month,11
28,4718-DHSMV,Month-to-Month,11
29,6319-QSUSR,Month-to-Month,11
30,9093-FPDLG,Month-to-Month,11
31,7072-MBHEV,Month-to-Month,11
32,4706-AXVKM,Month-to-Month,11
33,9256-JTBNZ,Month-to-Month,11
34,6859-RKMZJ,Month-to-Month,11
35,6861-OKBCE,Month-to-Month,11
36,9496-IVVRP,Month-to-Month,11
37,9873-MNDKV,Month-to-Month,11
38,9820-RMCQV,Month-to-Month,11
39,9932-WBWIK,Month-to-Month,11
40,9530-EHPOH,Month-to-Month,11
41,0356-ERHVT,Month-to-Month,11
42,3737-GCSPV,Month-to-Month,11
43,0315-LVCRK,Month-to-Month,11
44,2982-VPSGI,Month-to-Month,11
45,2696-NARTR,Month-to-Month,11
46,1399-UBQIU,Month-to-Month,11
47,1391-UBDAR,Month-to-Month,11
48,1373-ORVIZ,Month-to-Month,11
49,2012-NWRPA,Month-to-Month,11
50,1357-MVDOZ,Month-to-Month,11
51,4063-EIKNQ,Month-to-Month,11
52,3088-LHEFH,Month-to-Month,11
53,2501-XWWTZ,Month-to-Month,11
54,4078-SAYYN,Month-to-Month,11
55,4503-BDXBD,Month-to-Month,11
56,0774-IFUVM,Month-to-Month,11
57,1353-LJWEM,Month-to-Month,11
58,0094-OIFMO,Month-to-Month,11
59,2458-EOMRE,Month-to-Month,11
60,0804-XBFBV,Month-to-Month,11
61,3797-FKOGQ,Month-to-Month,11
62,4566-QVRRW,Month-to-Month,11
63,1024-VRZHF,Month-to-Month,11
64,1173-XZPYF,Month-to-Month,11
65,1867-BDVFH,Month-to-Month,11
66,0897-FEGMU,Month-to-Month,11
67,2371-JUNGC,Month-to-Month,11
68,1685-VAYJF,Month-to-Month,11
69,1596-OQSPS,Month-to-Month,11
70,3969-GYXEL,Month-to-Month,11
71,2782-LFZVW,Month-to-Month,11
72,1428-GTBJJ,Month-to-Month,11
1,1218-VKFPE,Month-to-Month,12
2,2612-RANWT,Month-to-Month,12
3,0208-BPQEJ,Month-to-Month,12
4,2694-CIUMO,Month-to-Month,12
5,0719-SYFRB,Month-to-Month,12
6,1563-IWQEX,Month-to-Month,12
7,2187-PKZAY,Month-to-Month,12
8,1319-YLZJG,Month-to-Month,12
9,0282-NVSJS,Month-to-Month,12
10,4315-MURBD,Month-to-Month,12
11,3902-FOIGH,Month-to-Month,12
12,1202-KKGFU,Month-to-Month,12
13,2180-DXNEG,Month-to-Month,12
14,0953-LGOVU,Month-to-Month,12
15,3338-CVVEH,Month-to-Month,12
16,3398-FSHON,Month-to-Month,12
17,1271-SJBGZ,Month-to-Month,12
18,3018-TFTSU,Month-to-Month,12
19,4177-JPDFU,Month-to-Month,12
20,3750-RNQKR,Month-to-Month,12
21,1871-MOWRM,Month-to-Month,12
22,3096-IZETN,Month-to-Month,12
23,3945-GFWQL,Month-to-Month,12
24,4536-PLEQY,Month-to-Month,12
25,2604-XVDAM,Month-to-Month,12
26,1508-DFXCU,Month-to-Month,12
27,1513-XNPPH,Month-to-Month,12
28,1571-SAVHK,Month-to-Month,12
29,0135-NMXAP,Month-to-Month,12
30,1803-BGNBD,Month-to-Month,12
31,2882-DDZPG,Month-to-Month,12
32,1689-YQBYY,Month-to-Month,12
33,3566-VVORZ,Month-to-Month,12
34,1600-DILPE,Month-to-Month,12
35,0547-HURJB,Month-to-Month,12
36,1539-LNKHM,Month-to-Month,12
37,2454-RPBRZ,Month-to-Month,12
38,2957-LOLHO,Month-to-Month,12
39,2027-FECZV,Month-to-Month,12
40,0603-OLQDC,Month-to-Month,12
41,1583-IHQZE,Month-to-Month,12
42,6898-MDLZW,Month-to-Month,12
43,7603-USHJS,Month-to-Month,12
44,8901-HJXTF,Month-to-Month,12
45,5519-NPHVG,Month-to-Month,12
46,7176-WIONM,Month-to-Month,12
47,6789-HJBWG,Month-to-Month,12
48,8942-DBMHZ,Month-to-Month,12
49,7145-FEJWU,Month-to-Month,12
50,7526-BEZQB,Month-to-Month,12
51,5311-IHLEI,Month-to-Month,12
52,8205-MQUGY,Month-to-Month,12
53,8637-XJIVR,Month-to-Month,12
54,6625-UTXEW,Month-to-Month,12
55,5392-AKEMH,Month-to-Month,12
56,7517-LDMPS,Month-to-Month,12
57,6476-EPYZR,Month-to-Month,12
58,7613-LLQFO,Month-to-Month,12
59,7669-LCRSD,Month-to-Month,12
60,8104-OSKWT,Month-to-Month,12
61,9089-UOWJG,Month-to-Month,12
62,7858-GTZSP,Month-to-Month,12
63,8800-JOOCF,Month-to-Month,12
64,8182-PNAGI,Month-to-Month,12
65,8791-GFXLZ,Month-to-Month,12
66,9169-BSVIN,Month-to-Month,12
67,4672-FOTSD,Month-to-Month,12
68,5520-FVEWJ,Month-to-Month,12
69,8802-UNOJF,Month-to-Month,12
70,7777-UNYHB,Month-to-Month,12
71,8044-BGWPI,Month-to-Month,12
72,6838-HVLXG,Month-to-Month,12
73,5995-OIGLP,Month-to-Month,12
74,5348-CAGXB,Month-to-Month,12
75,6178-KFNHS,Month-to-Month,12
76,7531-GQHME,Month-to-Month,12
77,7450-NWRTR,Month-to-Month,12
78,7783-YKGDV,Month-to-Month,12
79,7077-XJMET,Month-to-Month,12
80,5429-LWCMV,Month-to-Month,12
81,9817-APLHW,Month-to-Month,12
82,9367-TCUYN,Month-to-Month,12
83,9391-EOYLI,Month-to-Month,12
84,9837-FWLCH,Month-to-Month,12
1,9625-QSTYE,Month-to-Month,13
2,9506-UXUSK,Month-to-Month,13
3,9330-IJWIO,Month-to-Month,13
4,9763-GRSKD,Month-to-Month,13
5,4486-EFAEB,Month-to-Month,13
6,2931-FSOHN,Month-to-Month,13
7,4581-LNWUM,Month-to-Month,13
8,1195-OIYEJ,Month-to-Month,13
9,0023-XUOPT,Month-to-Month,13
10,4640-UHDOS,Month-to-Month,13
11,0011-IGKFF,Month-to-Month,13
12,3606-TWKGI,Month-to-Month,13
13,3640-JQGJG,Month-to-Month,13
14,0708-LGSMF,Month-to-Month,13
15,2398-YPMUR,Month-to-Month,13
16,1918-ZBFQJ,Month-to-Month,13
17,3644-QXEHN,Month-to-Month,13
18,0689-NKYLF,Month-to-Month,13
19,4154-AQUGT,Month-to-Month,13
20,2876-GZYZC,Month-to-Month,13
21,0637-UBJRP,Month-to-Month,13
22,0620-DLSLK,Month-to-Month,13
23,4080-IIARD,Month-to-Month,13
24,0871-URUWO,Month-to-Month,13
25,1564-NTYXF,Month-to-Month,13
26,3752-CQSJI,Month-to-Month,13
27,3793-MMFUH,Month-to-Month,13
28,1346-UFHAX,Month-to-Month,13
29,3058-WQDRE,Month-to-Month,13
30,0550-DCXLH,Month-to-Month,13
31,0928-XUTSN,Month-to-Month,13
32,0939-EREMR,Month-to-Month,13
33,0952-KMEEH,Month-to-Month,13
34,3143-JQEGI,Month-to-Month,13
35,1442-BQPVU,Month-to-Month,13
36,3374-LXDEV,Month-to-Month,13
37,3387-PLKUI,Month-to-Month,13
38,0749-IRGQE,Month-to-Month,13
39,2971-SGAFL,Month-to-Month,13
40,0811-GSDTP,Month-to-Month,13
41,2025-JKFWI,Month-to-Month,13
42,4418-LZMSV,Month-to-Month,13
43,4441-NIHPT,Month-to-Month,13
44,2817-NTQDO,Month-to-Month,13
45,0594-UFTUL,Month-to-Month,13
46,8474-UMLNT,Month-to-Month,13
47,8992-VONJD,Month-to-Month,13
48,9283-LZQOH,Month-to-Month,13
49,7315-WYOAW,Month-to-Month,13
50,5228-EXCET,Month-to-Month,13
51,4822-NGOCH,Month-to-Month,13
52,5899-MQZZL,Month-to-Month,13
53,5364-EVNIB,Month-to-Month,13
54,6366-XIVKZ,Month-to-Month,13
55,5701-ZIKJE,Month-to-Month,13
56,8066-POXGX,Month-to-Month,13
57,9061-TIHDA,Month-to-Month,13
58,6339-DKLMK,Month-to-Month,13
59,7470-MCQTK,Month-to-Month,13
60,5889-LFOLL,Month-to-Month,13
61,6078-VESFR,Month-to-Month,13
62,6112-KTHFQ,Month-to-Month,13
63,6131-JLWZM,Month-to-Month,13
64,7562-UXTPG,Month-to-Month,13
65,8082-GHXOP,Month-to-Month,13
66,6821-BUXUX,Month-to-Month,13
67,9206-GVPEQ,Month-to-Month,13
68,6834-NXDCA,Month-to-Month,13
69,7018-WBJNK,Month-to-Month,13
70,8844-TONUD,Month-to-Month,13
71,4770-QAZXN,Month-to-Month,13
72,8718-PTMEZ,Month-to-Month,13
73,4860-IJUDE,Month-to-Month,13
74,7156-MHUGY,Month-to-Month,13
75,4931-TRZWN,Month-to-Month,13
76,5639-NTUPK,Month-to-Month,13
77,5924-IFQTT,Month-to-Month,13
78,6549-NNDYT,Month-to-Month,13
79,8510-AWCXC,Month-to-Month,13
80,6507-DTJZV,Month-to-Month,13
1,7683-CBDKJ,Month-to-Month,14
2,9221-OTIVJ,Month-to-Month,14
3,9185-TQCVP,Month-to-Month,14
4,8317-BVKSO,Month-to-Month,14
5,7508-MYBOG,Month-to-Month,14
6,8967-SZQAS,Month-to-Month,14
7,8519-QJGJD,Month-to-Month,14
8,8069-YQQAJ,Month-to-Month,14
9,4881-GQJTW,Month-to-Month,14
10,8008-HAWED,Month-to-Month,14
11,8337-MSSXB,Month-to-Month,14
12,6502-KUGLL,Month-to-Month,14
13,9097-ZUBYC,Month-to-Month,14
14,7296-PIXQY,Month-to-Month,14
15,7901-HXJVA,Month-to-Month,14
16,8257-RZAHR,Month-to-Month,14
17,8735-IJJEG,Month-to-Month,14
18,8544-GOQSH,Month-to-Month,14
19,8198-RKSZG,Month-to-Month,14
20,6551-GNYDG,Month-to-Month,14
21,6986-IXNDM,Month-to-Month,14
22,7798-JVXYM,Month-to-Month,14
23,8645-KWHJO,Month-to-Month,14
24,6615-NGGZJ,Month-to-Month,14
25,6692-UDPJC,Month-to-Month,14
26,6646-JPPHA,Month-to-Month,14
27,5433-KYGHE,Month-to-Month,14
28,9146-JRIOX,Month-to-Month,14
29,9481-SFCQY,Month-to-Month,14
30,9436-ZBZCT,Month-to-Month,14
31,9921-ZVRHG,Month-to-Month,14
32,9685-WKZGT,Month-to-Month,14
33,9314-IJWSQ,Month-to-Month,14
34,3677-TNKIO,Month-to-Month,14
35,3873-NFTGI,Month-to-Month,14
36,1670-SVOWZ,Month-to-Month,14
37,0601-WZHJF,Month-to-Month,14
38,2845-HSJCY,Month-to-Month,14
39,1629-DQQVB,Month-to-Month,14
40,4373-MAVJG,Month-to-Month,14
41,3059-NGMXB,Month-to-Month,14
42,4559-UWIHT,Month-to-Month,14
43,1236-WFCDV,Month-to-Month,14
44,3190-FZATL,Month-to-Month,14
45,1965-AKTSX,Month-to-Month,14
46,2257-BOVXD,Month-to-Month,14
47,3621-CEOVK,Month-to-Month,14
48,3317-VLGQT,Month-to-Month,14
49,3320-VEOYC,Month-to-Month,14
50,2272-QAGFO,Month-to-Month,14
51,3061-BCKYI,Month-to-Month,14
52,2114-MGINA,Month-to-Month,14
1,0680-DFNNY,Month-to-Month,15
2,1794-SWWKL,Month-to-Month,15
3,0799-DDIHE,Month-to-Month,15
4,3426-NIYYL,Month-to-Month,15
5,3663-MITLP,Month-to-Month,15
6,4298-OYIFC,Month-to-Month,15
7,3315-TOTBP,Month-to-Month,15
8,0236-HFWSV,Month-to-Month,15
9,1379-FRVEB,Month-to-Month,15
10,1324-NLTJE,Month-to-Month,15
11,3466-BYAVD,Month-to-Month,15
12,0430-IHCDJ,Month-to-Month,15
13,4631-OACRM,Month-to-Month,15
14,0347-UBKUZ,Month-to-Month,15
15,3540-RZJYU,Month-to-Month,15
16,2533-TIBIX,Month-to-Month,15
17,3753-TSEMP,Month-to-Month,15
18,0529-ONKER,Month-to-Month,15
19,2189-WWOEW,Month-to-Month,15
20,0207-MDKNV,Month-to-Month,15
21,0851-DFJKB,Month-to-Month,15
22,1101-SSWAG,Month-to-Month,15
23,2154-KVJFF,Month-to-Month,15
24,2774-LVQUS,Month-to-Month,15
25,3500-RMZLT,Month-to-Month,15
26,2223-KAGMX,Month-to-Month,15
27,0125-LZQXK,Month-to-Month,15
28,2656-FMOKZ,Month-to-Month,15
29,3733-LSYCE,Month-to-Month,15
30,2507-QZPQS,Month-to-Month,15
31,1112-CUNAO,Month-to-Month,15
32,8020-BWHYL,Month-to-Month,15
33,5688-KZTSN,Month-to-Month,15
34,7993-NQLJE,Month-to-Month,15
35,8404-VLQFB,Month-to-Month,15
36,6476-YHMGA,Month-to-Month,15
37,6040-CGACY,Month-to-Month,15
38,8944-AILEF,Month-to-Month,15
39,5908-QMGOE,Month-to-Month,15
40,8903-WMRNW,Month-to-Month,15
41,8519-IMDHU,Month-to-Month,15
42,7083-YNSKY,Month-to-Month,15
43,4925-LMHOK,Month-to-Month,15
44,6906-ANDWJ,Month-to-Month,15
45,8387-UGUSU,Month-to-Month,15
46,5609-IMCGG,Month-to-Month,15
47,7610-TVOPG,Month-to-Month,15
48,6215-NQCPY,Month-to-Month,15
49,5937-EORGB,Month-to-Month,15
50,8614-VGMMV,Month-to-Month,15
51,5577-OTWWW,Month-to-Month,15
52,9274-UARKJ,Month-to-Month,15
53,6719-OXYBR,Month-to-Month,15
54,7758-XKCBS,Month-to-Month,15
55,7861-UVUFT,Month-to-Month,15
56,5947-SGKCL,Month-to-Month,15
57,6833-JMZYP,Month-to-Month,15
58,6227-HWPWX,Month-to-Month,15
59,7876-BEUTG,Month-to-Month,15
60,7718-RXDGG,Month-to-Month,15
61,7998-ZLXWN,Month-to-Month,15
62,8138-EALND,Month-to-Month,15
63,9163-GHAYE,Month-to-Month,15
64,9103-TCIHJ,Month-to-Month,15
65,7459-RRWQZ,Month-to-Month,15
66,9094-AZPHK,Month-to-Month,15
67,5384-ZTTWP,Month-to-Month,15
68,8010-EZLOU,Month-to-Month,15
69,9947-OTFQU,Month-to-Month,15
70,9396-ZSFLL,Month-to-Month,15
71,9420-LOJKX,Month-to-Month,15
72,9474-PHLYD,Month-to-Month,15
73,9938-EKRGF,Month-to-Month,15
74,9578-FOMUK,Month-to-Month,15
75,9364-YKUVW,Month-to-Month,15
76,9529-OFXHY,Month-to-Month,15
1,9578-VRMNM,Month-to-Month,16
2,9560-ARGQJ,Month-to-Month,16
3,1075-BGWOH,Month-to-Month,16
4,2096-XOTMO,Month-to-Month,16
5,3372-KWFBM,Month-to-Month,16
6,0848-ZGQIJ,Month-to-Month,16
7,1226-IENZN,Month-to-Month,16
8,1268-ASBGA,Month-to-Month,16
9,3466-WAESX,Month-to-Month,16
10,3755-JBMNH,Month-to-Month,16
11,2311-QYMUQ,Month-to-Month,16
12,0786-VSSUD,Month-to-Month,16
13,2810-FTLEM,Month-to-Month,16
14,4652-NNHNY,Month-to-Month,16
15,4583-PARNH,Month-to-Month,16
16,0637-YLETY,Month-to-Month,16
17,1965-DDBWU,Month-to-Month,16
18,4079-ULGFR,Month-to-Month,16
19,4547-LYTDD,Month-to-Month,16
20,0577-WHMEV,Month-to-Month,16
21,2332-EFBJY,Month-to-Month,16
22,1384-RCUXW,Month-to-Month,16
23,4546-FOKWR,Month-to-Month,16
24,4385-GZQXV,Month-to-Month,16
25,1159-WFSGR,Month-to-Month,16
26,0106-GHRQR,Month-to-Month,16
27,4514-GFCFI,Month-to-Month,16
28,0112-QAWRZ,Month-to-Month,16
29,0787-LHDYT,Month-to-Month,16
30,3688-FTHLT,Month-to-Month,16
31,4488-PSYCG,Month-to-Month,16
32,3845-JHAMY,Month-to-Month,16
33,4301-VVZKA,Month-to-Month,16
34,3890-RTCMS,Month-to-Month,16
35,0265-PSUAE,Month-to-Month,16
36,3842-QTGDL,Month-to-Month,16
37,0771-WLCLA,Month-to-Month,16
38,3473-XIIIT,Month-to-Month,16
39,1120-BMWUB,Month-to-Month,16
40,3181-MIZBN,Month-to-Month,16
41,8679-JOEVF,Month-to-Month,16
42,5565-FILXA,Month-to-Month,16
43,5839-SUYVZ,Month-to-Month,16
44,6537-QLGEX,Month-to-Month,16
45,7562-GSUHK,Month-to-Month,16
46,5989-PGKJB,Month-to-Month,16
47,6581-NQCBA,Month-to-Month,16
48,5402-HTOTQ,Month-to-Month,16
49,7503-QQRVF,Month-to-Month,16
50,6692-YQHXC,Month-to-Month,16
51,6036-TTFYU,Month-to-Month,16
52,5146-CBVOE,Month-to-Month,16
53,7916-VCCPB,Month-to-Month,16
54,8573-CGOCC,Month-to-Month,16
55,8245-UMPYT,Month-to-Month,16
56,6473-ULUHT,Month-to-Month,16
57,8063-RJYNF,Month-to-Month,16
58,4828-FAZPK,Month-to-Month,16
59,6648-INWPS,Month-to-Month,16
60,6127-ISGTU,Month-to-Month,16
61,6087-MVHJH,Month-to-Month,16
1,7029-RPUAV,Month-to-Month,17
2,7129-CAKJW,Month-to-Month,17
3,8563-OYMQY,Month-to-Month,17
4,9170-CCKOU,Month-to-Month,17
5,7088-FBAWU,Month-to-Month,17
6,5084-OOVCJ,Month-to-Month,17
7,7668-XCFYV,Month-to-Month,17
8,6591-QGOYB,Month-to-Month,17
9,8246-SHFGA,Month-to-Month,17
10,6413-XKKPU,Month-to-Month,17
11,5453-AXEPF,Month-to-Month,17
12,9102-IAYHT,Month-to-Month,17
13,6217-TOWGS,Month-to-Month,17
14,7812-FZHPE,Month-to-Month,17
15,6198-RTPMF,Month-to-Month,17
16,4690-LLKUA,Month-to-Month,17
17,6029-CSMJE,Month-to-Month,17
18,5206-HPJKM,Month-to-Month,17
19,4987-GQWPO,Month-to-Month,17
20,6100-QQHEB,Month-to-Month,17
21,7126-RBHSD,Month-to-Month,17
22,7395-IGJOS,Month-to-Month,17
23,8773-HHUOZ,Month-to-Month,17
24,9658-WYUFB,Month-to-Month,17
25,9874-QLCLH,Month-to-Month,17
26,9432-VOFYX,Month-to-Month,17
27,9824-BEMCV,Month-to-Month,17
28,9584-EXCDZ,Month-to-Month,17
29,2528-HFYZX,Month-to-Month,17
30,2074-GUHPQ,Month-to-Month,17
31,1703-MGIAB,Month-to-Month,17
32,1049-FYSYG,Month-to-Month,17
33,2979-SXESE,Month-to-Month,17
34,1092-GANHU,Month-to-Month,17
35,4316-XCSLJ,Month-to-Month,17
36,0820-FNRNX,Month-to-Month,17
37,4558-FANTW,Month-to-Month,17
38,1140-UKVZG,Month-to-Month,17
39,0872-JCPIB,Month-to-Month,17
40,2719-BDAQO,Month-to-Month,17
41,3853-LYGAM,Month-to-Month,17
