customer_id,"tenure (months)",offer,phone_service,multiple_lines,internet_service,internet_type
2483-XSSMZ,39,None,Yes,No,Yes,DSL
2484-DGXPZ,31,None,Yes,No,No,None
2485-ITVKB,2,"Offer E",No,No,Yes,DSL
2486-WYVVE,31,None,Yes,Yes,Yes,DSL
2495-INZWQ,4,"Offer E",No,No,Yes,Cable
2495-KZNFB,33,None,Yes,Yes,Yes,"Fiber Optic"
2495-TTHBQ,4,None,Yes,No,No,None
2498-XLDZR,32,None,Yes,No,Yes,DSL
2499-AJYUA,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2501-XWWTZ,11,None,Yes,No,Yes,"Fiber Optic"
2504-DSHIH,23,None,Yes,Yes,Yes,"Fiber Optic"
2506-CLAKW,6,"Offer E",Yes,No,Yes,"Fiber Optic"
2506-TNFCO,1,None,Yes,No,Yes,"Fiber Optic"
2507-QZPQS,15,None,Yes,Yes,Yes,"Fiber Optic"
2509-TFPJU,72,None,Yes,Yes,No,None
2511-ALLCS,35,None,Yes,Yes,No,None
2511-MORQY,50,"Offer B",Yes,Yes,Yes,DSL
2514-GINMM,1,"Offer E",Yes,No,Yes,"Fiber Optic"
2516-VQRRV,2,None,Yes,Yes,Yes,"Fiber Optic"
2516-XSJKX,41,None,Yes,No,Yes,DSL
2519-ERQOJ,33,"Offer C",No,No,Yes,Cable
2519-FAKOD,38,"Offer C",Yes,Yes,Yes,"Fiber Optic"
2519-LBNQL,60,None,Yes,Yes,Yes,"Fiber Optic"
2519-TWKFS,25,None,Yes,Yes,Yes,DSL
2520-SGTTA,0,"Offer E",Yes,No,No,None
2521-NPUZR,70,"Offer A",Yes,No,Yes,"Fiber Optic"
2522-AHJXR,60,None,Yes,Yes,Yes,"Fiber Optic"
2522-WLNSF,34,None,Yes,No,Yes,Cable
2523-EWWZL,27,"Offer C",Yes,No,Yes,"Fiber Optic"
2525-GVKQU,60,"Offer B",Yes,No,No,None
2528-HFYZX,17,None,Yes,No,Yes,"Fiber Optic"
2530-ENDWQ,71,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2530-FMFXO,56,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2533-QVMSK,61,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2533-TIBIX,15,None,No,No,Yes,Cable
2535-PBCGC,70,"Offer A",No,No,Yes,Cable
2538-OIMXF,1,"Offer E",No,No,Yes,Cable
2541-YGPKE,42,None,Yes,No,Yes,DSL
2542-HYGIQ,1,None,Yes,No,No,None
2545-EBUPK,2,"Offer E",Yes,Yes,Yes,"Fiber Optic"
2545-LXYVJ,72,"Offer A",Yes,No,No,None
2546-KZAAT,52,None,Yes,No,Yes,DSL
2550-AEVRU,57,None,Yes,No,Yes,DSL
2550-QHZGP,7,"Offer E",Yes,No,No,None
2558-BUOZZ,47,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2560-PPCHE,65,None,Yes,Yes,Yes,"Fiber Optic"
2560-QTSBS,72,None,Yes,Yes,No,None
2560-WBWXF,68,None,Yes,Yes,No,None
2565-JSLRY,1,None,Yes,Yes,No,None
2568-BRGYX,4,None,Yes,No,Yes,"Fiber Optic"
2568-OIADY,37,None,Yes,Yes,Yes,"Fiber Optic"
2569-WGERO,72,None,Yes,No,No,None
2573-GYRUU,48,None,Yes,Yes,Yes,"Fiber Optic"
2575-GFSOE,7,"Offer E",Yes,No,Yes,"Fiber Optic"
2576-HXMPA,1,None,Yes,No,No,None
2577-GVSIL,35,None,Yes,Yes,Yes,DSL
2578-JQPHZ,44,"Offer B",Yes,No,Yes,"Fiber Optic"
2580-ASVVY,37,None,No,No,Yes,DSL
2580-ATZSQ,65,"Offer B",Yes,No,Yes,DSL
2581-VKIRT,59,None,Yes,Yes,Yes,Cable
2582-FFFZR,22,None,No,No,Yes,DSL
2585-KTFRE,1,None,Yes,No,Yes,Cable
2586-CWXVV,54,"Offer B",No,No,Yes,Cable
2587-EKXTS,44,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2587-YNLES,6,"Offer E",Yes,No,No,None
2589-AYCRP,50,"Offer B",Yes,No,No,None
2592-HODOV,13,"Offer D",Yes,No,No,None
2592-SEIFQ,3,None,No,No,Yes,DSL
2592-YKDIF,1,None,Yes,No,No,None
2595-KIWPV,27,"Offer C",Yes,No,No,None
2599-CIPQE,71,None,Yes,No,Yes,"Fiber Optic"
2599-CZABP,14,"Offer D",Yes,No,Yes,DSL
2603-HVKCG,31,"Offer C",Yes,No,Yes,"Fiber Optic"
2604-IJPDU,20,"Offer D",Yes,No,Yes,"Fiber Optic"
2604-XVDAM,12,"Offer D",Yes,No,Yes,DSL
2606-PKWJB,40,None,No,No,Yes,Cable
2606-RMDHZ,6,"Offer E",No,No,Yes,DSL
2607-DHDAK,72,None,Yes,No,No,None
2607-FBDFF,1,None,Yes,No,Yes,DSL
2608-BHKFN,4,None,Yes,No,Yes,"Fiber Optic"
2609-IAICY,1,None,Yes,Yes,Yes,"Fiber Optic"
2612-PHGOX,64,None,Yes,Yes,Yes,Cable
2612-RANWT,12,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2612-RRIDN,4,"Offer E",Yes,No,Yes,"Fiber Optic"
2615-YVMYX,71,None,Yes,Yes,Yes,"Fiber Optic"
2616-FLVQC,64,None,Yes,No,No,None
2616-UUTFK,33,None,Yes,Yes,Yes,DSL
2619-WFQWU,1,None,Yes,No,Yes,"Fiber Optic"
2621-UDNLU,3,None,Yes,No,No,None
2623-DRYAM,70,None,Yes,Yes,Yes,"Fiber Optic"
2625-TRCZQ,51,"Offer B",No,No,Yes,DSL
2626-URJFX,4,"Offer E",Yes,Yes,Yes,DSL
2626-VEEWG,67,None,Yes,No,No,None
2632-IVXVF,68,None,Yes,Yes,Yes,"Fiber Optic"
2632-TACXW,62,None,Yes,Yes,No,None
2632-UCGVD,66,None,Yes,Yes,Yes,"Fiber Optic"
2634-HCZGT,53,None,Yes,Yes,Yes,Cable
2636-ALXXZ,1,"Offer E",Yes,No,Yes,"Fiber Optic"
2636-OHFMN,4,None,No,No,Yes,DSL
2636-SJDOU,64,None,Yes,Yes,Yes,"Fiber Optic"
2637-FKFSY,3,None,Yes,No,Yes,DSL
2639-UGMAZ,71,"Offer A",No,No,Yes,DSL
2640-LYMOV,2,"Offer E",Yes,No,No,None
2640-PMGFL,27,None,Yes,Yes,Yes,"Fiber Optic"
2642-DTVCO,9,"Offer E",Yes,Yes,Yes,"Fiber Optic"
2642-MAWLJ,36,"Offer C",Yes,No,No,None
2645-QTLMB,7,"Offer E",Yes,No,Yes,"Fiber Optic"
2649-HWLYB,65,"Offer B",Yes,Yes,Yes,DSL
2650-GYRYL,33,None,Yes,No,No,None
2651-ZCBXV,54,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2654-VBVPB,1,None,Yes,No,No,None
2656-FMOKZ,15,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2656-TABEH,4,None,Yes,Yes,Yes,"Fiber Optic"
2657-ALMWY,26,"Offer C",Yes,No,Yes,"Fiber Optic"
2657-VPXTA,10,None,Yes,No,Yes,"Fiber Optic"
2659-VXMWZ,67,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2660-EMUBI,10,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2661-GKBTK,60,None,Yes,No,Yes,DSL
2662-NNTDK,65,"Offer B",Yes,Yes,No,None
2664-XJZNO,72,"Offer A",Yes,No,Yes,"Fiber Optic"
2665-NPTGL,26,"Offer C",Yes,Yes,Yes,"Fiber Optic"
2667-WYLWJ,8,"Offer E",Yes,No,No,None
2668-TZSPS,1,None,Yes,No,No,None
2669-OIDSD,48,"Offer B",Yes,No,Yes,"Fiber Optic"
2669-QVCRG,41,None,Yes,Yes,Yes,"Fiber Optic"
2672-DZUOY,1,"Offer E",No,No,Yes,DSL
2672-HUYVI,6,None,Yes,No,Yes,"Fiber Optic"
2672-OJQZP,1,None,Yes,No,Yes,Cable
2672-TGEFF,37,"Offer C",Yes,Yes,Yes,"Fiber Optic"
2673-CXQEU,56,None,Yes,Yes,Yes,"Fiber Optic"
2673-ZALNP,7,"Offer E",Yes,No,No,None
2674-MIAHT,4,None,Yes,Yes,Yes,"Fiber Optic"
2674-MLXMN,71,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2675-DHUTR,58,None,Yes,Yes,Yes,"Fiber Optic"
2675-IJRGJ,53,None,Yes,No,No,None
2675-OTVVJ,31,"Offer C",Yes,Yes,Yes,"Fiber Optic"
2676-ISHSF,1,None,Yes,No,No,None
2676-OXPPQ,6,None,Yes,No,Yes,DSL
2676-SSLTO,49,None,Yes,Yes,Yes,DSL
2680-XKKNJ,8,None,Yes,No,Yes,DSL
2682-KEVRP,22,None,Yes,No,No,None
2683-BPJSO,29,None,Yes,Yes,Yes,"Fiber Optic"
2683-JXWQQ,61,None,No,No,Yes,DSL
2684-EIWEO,30,None,Yes,Yes,Yes,"Fiber Optic"
2685-SREOM,25,None,Yes,Yes,Yes,"Fiber Optic"
2688-BHGOG,9,"Offer E",Yes,No,Yes,"Fiber Optic"
2690-DVRVK,5,None,Yes,No,No,None
2691-NZETQ,9,"Offer E",Yes,Yes,Yes,"Fiber Optic"
2692-AQCPF,65,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2692-BUCFV,29,"Offer C",Yes,No,Yes,"Fiber Optic"
2692-PFYTJ,1,None,Yes,Yes,No,None
2694-CIUMO,12,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2696-ECXKC,55,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2696-NARTR,11,None,Yes,No,Yes,"Fiber Optic"
2696-RZVZW,68,"Offer A",Yes,Yes,No,None
2697-NQBPF,34,None,Yes,Yes,Yes,"Fiber Optic"
2700-LUEVA,1,None,Yes,No,No,None
2703-AMTUL,36,None,Yes,No,Yes,Cable
2706-QZIHY,15,None,Yes,Yes,No,None
2709-UQGNP,10,None,Yes,No,Yes,Cable
2710-WYVXG,3,None,Yes,No,Yes,DSL
2712-SYWAY,1,"Offer E",Yes,Yes,No,None
2716-GFZOR,43,"Offer B",Yes,No,Yes,"Fiber Optic"
2717-HVIZY,8,"Offer E",Yes,No,No,None
2718-GAXQD,4,"Offer E",Yes,No,Yes,Cable
2718-YSKCS,71,"Offer A",Yes,No,No,None
2719-BDAQO,17,None,Yes,No,Yes,"Fiber Optic"
2720-FVBQP,6,"Offer E",Yes,Yes,Yes,Cable
2720-WGKHP,2,"Offer E",Yes,Yes,Yes,"Fiber Optic"
2722-JMONI,1,"Offer E",Yes,No,Yes,Cable
2722-VOJQL,64,None,Yes,Yes,Yes,"Fiber Optic"
2724-FJDYW,39,None,No,No,Yes,DSL
2725-IWWBA,46,"Offer B",Yes,No,Yes,DSL
2725-KXXWT,1,"Offer E",Yes,No,Yes,"Fiber Optic"
2725-TTRIQ,72,"Offer A",Yes,Yes,Yes,Cable
2729-VNVAP,33,None,Yes,No,No,None
2731-GJRDG,32,None,Yes,Yes,Yes,"Fiber Optic"
2732-ISEZX,5,None,Yes,No,No,None
2737-WFVYW,2,None,No,No,Yes,DSL
2737-YNGYW,2,"Offer E",Yes,No,Yes,"Fiber Optic"
2739-CACDQ,17,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2739-CCZMB,5,None,Yes,No,No,None
2740-JFBOK,10,"Offer D",Yes,Yes,No,None
2740-TVLFN,1,"Offer E",Yes,Yes,Yes,DSL
2746-DIJLO,41,"Offer B",Yes,Yes,Yes,DSL
2748-MYRVK,63,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2749-CTKAJ,22,None,Yes,No,No,None
2750-BJLSB,47,"Offer B",Yes,No,Yes,"Fiber Optic"
2753-JMMCV,65,"Offer B",Yes,Yes,Yes,DSL
2754-SDJRD,8,"Offer E",Yes,Yes,Yes,"Fiber Optic"
2754-VDLTR,10,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2754-XBHTB,9,None,Yes,No,Yes,"Fiber Optic"
2758-RNWXS,35,"Offer C",Yes,No,Yes,"Fiber Optic"
2761-OCIAX,2,None,Yes,No,Yes,"Fiber Optic"
2761-XECQW,8,None,No,No,Yes,Cable
2770-NSVDG,24,"Offer C",No,No,Yes,DSL
2773-MADBQ,36,None,No,No,Yes,Cable
2773-OVBPK,67,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2774-LVQUS,15,None,Yes,Yes,Yes,"Fiber Optic"
2775-SEFEE,0,None,Yes,Yes,Yes,DSL
2777-PHDEI,1,None,Yes,No,Yes,"Fiber Optic"
2778-OCLGR,24,None,No,No,Yes,DSL
2782-JEEBU,21,None,No,No,Yes,DSL
2782-LFZVW,11,"Offer D",Yes,Yes,Yes,Cable
2786-GCDPI,50,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2788-CJQAQ,13,"Offer D",Yes,No,No,None
2789-CZANW,64,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2789-HQBOU,3,"Offer E",Yes,No,Yes,"Fiber Optic"
2790-XUYMV,71,None,Yes,Yes,Yes,"Fiber Optic"
2791-SFVEW,9,"Offer E",Yes,No,No,None
2792-LSHWX,1,None,Yes,No,Yes,"Fiber Optic"
2792-VPPET,3,None,Yes,No,No,None
2794-XIMMO,53,None,No,No,Yes,DSL
2796-NNUFI,46,None,Yes,No,No,None
2796-UUZZO,63,"Offer B",Yes,No,Yes,"Fiber Optic"
2798-NYLMZ,71,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2799-ARNLO,5,"Offer E",Yes,No,Yes,"Fiber Optic"
2799-TSLAG,65,None,Yes,Yes,No,None
2800-QQUSO,42,None,Yes,Yes,Yes,"Fiber Optic"
2800-VEQXM,3,None,Yes,No,Yes,"Fiber Optic"
2801-NISEI,24,None,Yes,No,Yes,DSL
2804-ETQDK,66,None,Yes,No,No,None
2805-AUFQN,25,"Offer C",Yes,No,No,None
2805-EDJPQ,56,None,Yes,Yes,Yes,"Fiber Optic"
2806-MLNTI,52,None,Yes,Yes,Yes,"Fiber Optic"
2808-CHTDM,23,None,Yes,Yes,No,None
2809-ILCYT,25,None,Yes,Yes,No,None
2809-ZMYOQ,32,None,Yes,Yes,Yes,"Fiber Optic"
2810-FTLEM,16,None,Yes,No,Yes,DSL
2811-POVEX,23,None,Yes,No,Yes,"Fiber Optic"
2812-ENYMO,26,"Offer C",No,No,Yes,Cable
2812-REYAT,49,None,Yes,No,No,None
2812-SFXMJ,1,None,Yes,No,No,None
2815-CPTUL,5,None,Yes,No,Yes,"Fiber Optic"
2817-LVCPP,50,None,Yes,No,No,None
2817-NTQDO,13,"Offer D",No,No,Yes,DSL
2819-GWENI,28,"Offer C",Yes,No,No,None
2821-WARNZ,49,None,Yes,No,No,None
2823-LKABH,18,None,Yes,Yes,Yes,"Fiber Optic"
2824-DXNKN,72,"Offer A",Yes,Yes,Yes,Cable
2824-MYYBN,37,None,Yes,Yes,Yes,"Fiber Optic"
2826-DXLQO,7,"Offer E",No,No,Yes,DSL
2826-UWHIS,45,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2828-SLQPF,19,None,Yes,No,Yes,DSL
2829-HYVZP,29,None,Yes,No,No,None
2830-LEWOA,61,"Offer B",Yes,No,Yes,"Fiber Optic"
2831-EBWRN,4,"Offer E",Yes,No,Yes,Cable
2832-KJCRD,38,"Offer C",Yes,Yes,Yes,"Fiber Optic"
2832-SCUCO,2,"Offer E",Yes,No,No,None
2833-SLKDQ,1,None,Yes,No,Yes,Cable
2834-JKOOW,15,"Offer D",No,No,Yes,DSL
2834-JRTUA,71,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2834-SPCJV,52,None,Yes,No,Yes,"Fiber Optic"
2839-RFSQE,2,"Offer E",Yes,No,No,None
2840-XANRC,24,"Offer C",Yes,No,Yes,Cable
2842-BCQGE,43,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2842-JTCCU,2,"Offer E",Yes,No,Yes,Cable
2843-CQMEG,24,"Offer C",Yes,No,Yes,Cable
2845-AFFTX,41,None,Yes,Yes,Yes,"Fiber Optic"
2845-HSJCY,14,None,Yes,Yes,Yes,"Fiber Optic"
2845-KDHVX,64,None,Yes,No,Yes,DSL
2848-YXSMW,72,"Offer A",Yes,No,No,None
2851-MMUTZ,27,None,Yes,No,Yes,Cable
2851-STERV,35,None,Yes,No,Yes,DSL
2853-CWQFQ,1,None,Yes,No,Yes,Cable
2856-HYAPG,1,"Offer E",Yes,No,Yes,"Fiber Optic"
2856-NNASM,43,None,Yes,No,Yes,"Fiber Optic"
2858-EIMXH,53,None,Yes,Yes,Yes,"Fiber Optic"
2858-MOFSQ,17,None,Yes,Yes,Yes,DSL
2860-RANUS,20,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2862-JVEOY,6,None,Yes,No,No,None
2862-PFNIK,1,None,No,No,Yes,Cable
2863-IMQDR,61,None,Yes,Yes,Yes,DSL
2865-TCHJW,4,None,Yes,Yes,Yes,Cable
2866-IKBTM,1,None,Yes,No,No,None
2867-UIMSS,1,None,Yes,No,Yes,"Fiber Optic"
2868-LLSKM,68,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2868-MZAGQ,1,"Offer E",Yes,No,Yes,"Fiber Optic"
2868-SNELZ,2,None,Yes,Yes,Yes,"Fiber Optic"
2869-ADAWR,45,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2873-ZLIWT,40,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2874-YXVVA,34,None,Yes,No,Yes,"Fiber Optic"
2876-GZYZC,13,None,Yes,Yes,Yes,"Fiber Optic"
2876-VBBBL,1,"Offer E",Yes,No,No,None
2877-VDUER,35,None,No,No,Yes,DSL
2878-DHMIN,35,None,Yes,No,No,None
2878-RMWXY,72,None,Yes,Yes,Yes,"Fiber Optic"
2880-FPNAE,2,"Offer E",Yes,No,Yes,"Fiber Optic"
2882-DDZPG,12,None,Yes,No,No,None
2882-WDTBA,69,"Offer A",Yes,No,Yes,Cable
2883-ILGWO,57,None,Yes,Yes,Yes,"Fiber Optic"
2884-GBPFB,35,"Offer C",Yes,No,Yes,"Fiber Optic"
2885-HIJDH,69,None,Yes,Yes,Yes,DSL
2886-KEFUM,63,None,Yes,Yes,Yes,"Fiber Optic"
2887-JPYLU,41,None,Yes,No,Yes,DSL
2888-ADFAO,47,None,Yes,No,No,None
2889-FPWRM,72,None,Yes,Yes,Yes,"Fiber Optic"
2890-WFBHU,59,"Offer B",Yes,Yes,Yes,DSL
2892-GESUL,18,None,Yes,No,No,None
2894-QOJRX,25,"Offer C",No,No,Yes,Cable
2896-TBNBE,40,"Offer B",Yes,No,Yes,"Fiber Optic"
2897-DOVND,2,None,Yes,No,Yes,"Fiber Optic"
2898-LSJGD,21,None,No,No,Yes,Cable
2898-MRKPI,68,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2900-PHPLN,70,"Offer A",Yes,No,No,None
2903-YYTBW,1,None,Yes,No,Yes,DSL
2904-GGUAZ,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2905-KFQUV,2,None,Yes,No,Yes,"Fiber Optic"
2907-ILJBN,11,None,Yes,No,No,None
2908-WGAXL,56,None,Yes,Yes,No,None
2908-ZTPNF,36,"Offer C",No,No,Yes,Cable
2911-IJORQ,37,None,Yes,Yes,Yes,DSL
2911-UREFD,39,None,No,No,Yes,DSL
2911-WDXMV,18,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2916-BQZLN,19,None,Yes,Yes,Yes,"Fiber Optic"
2919-HBCJO,4,None,Yes,No,Yes,"Fiber Optic"
2920-RNCEZ,1,None,Yes,No,Yes,"Fiber Optic"
2921-XWDJH,38,None,Yes,No,Yes,"Fiber Optic"
2923-ARZLG,0,"Offer E",Yes,No,No,None
2924-KHUVI,56,None,Yes,Yes,Yes,"Fiber Optic"
2925-MXLSX,30,"Offer C",Yes,Yes,Yes,DSL
2925-VDZHY,72,"Offer A",Yes,Yes,Yes,DSL
2926-JEJJC,8,None,Yes,No,No,None
2927-CVULT,53,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2927-QRRQV,46,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2928-HLDBA,6,"Offer E",Yes,No,No,None
2929-ERCFZ,8,"Offer E",Yes,No,Yes,"Fiber Optic"
2929-QNSRW,56,None,Yes,Yes,Yes,"Fiber Optic"
2930-UOTMB,31,"Offer C",Yes,Yes,Yes,Cable
2931-FSOHN,13,None,Yes,No,Yes,DSL
2931-SVLTV,40,"Offer B",Yes,Yes,Yes,"Fiber Optic"
2931-VUVJN,59,None,Yes,Yes,Yes,"Fiber Optic"
2931-XIQBR,50,None,Yes,No,Yes,"Fiber Optic"
2933-FILNV,2,None,No,No,Yes,DSL
2933-XEUJM,46,"Offer B",Yes,Yes,Yes,DSL
2937-FTHUR,18,"Offer D",Yes,Yes,Yes,DSL
2946-KIQSP,35,"Offer C",No,No,Yes,Cable
2947-DOMLJ,1,None,Yes,No,Yes,Cable
2951-QOQTK,4,None,Yes,Yes,Yes,"Fiber Optic"
2952-QAYZF,5,None,Yes,Yes,Yes,"Fiber Optic"
2954-PIBKO,69,None,Yes,Yes,Yes,Cable
2955-BJZHG,17,None,Yes,No,Yes,"Fiber Optic"
2955-PSXOE,1,None,Yes,No,No,None
2956-GGUCQ,24,None,Yes,Yes,Yes,"Fiber Optic"
2957-JIRMN,62,None,Yes,Yes,Yes,"Fiber Optic"
2957-LOLHO,12,None,Yes,No,Yes,DSL
2958-NHPPS,23,None,Yes,No,No,None
2959-EEXWB,45,"Offer B",No,No,Yes,DSL
2959-FENLU,9,None,Yes,No,Yes,"Fiber Optic"
2959-MJHIC,4,None,Yes,No,Yes,"Fiber Optic"
2960-NKRSO,24,None,Yes,No,Yes,"Fiber Optic"
2961-VNFKL,71,"Offer A",Yes,Yes,No,None
2962-XPMCQ,2,"Offer E",Yes,No,Yes,DSL
2967-MXRAV,1,None,Yes,No,No,None
2968-SSGAA,10,None,Yes,Yes,Yes,"Fiber Optic"
2969-QWUBZ,2,None,No,No,Yes,Cable
2969-VAPYH,67,"Offer A",Yes,No,Yes,DSL
2969-WGHQO,7,None,Yes,No,Yes,DSL
2971-SGAFL,13,"Offer D",Yes,Yes,Yes,DSL
2972-YDYUW,57,None,Yes,Yes,Yes,"Fiber Optic"
2974-GGUXS,36,"Offer C",Yes,Yes,Yes,"Fiber Optic"
2977-CEBSX,66,None,Yes,Yes,Yes,DSL
2978-XXSOG,22,"Offer D",Yes,Yes,Yes,DSL
2979-SXESE,17,"Offer D",Yes,Yes,Yes,Cable
2982-IHMFT,1,None,Yes,Yes,Yes,"Fiber Optic"
2982-VPSGI,11,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2983-ZANRP,2,None,Yes,No,Yes,"Fiber Optic"
2984-AFWNC,3,None,Yes,No,Yes,"Fiber Optic"
2984-MIIZL,4,None,Yes,No,Yes,"Fiber Optic"
2984-RGEYA,69,"Offer A",Yes,No,No,None
2984-TBYKU,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2985-FMWYF,23,"Offer D",Yes,Yes,Yes,"Fiber Optic"
2985-JUUBZ,40,"Offer B",Yes,Yes,Yes,DSL
2987-BJXIK,70,None,Yes,Yes,Yes,DSL
2988-GBIVW,70,None,Yes,Yes,Yes,"Fiber Optic"
2988-PLAHS,3,"Offer E",Yes,No,Yes,Cable
2988-QRAJY,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
2990-HWIML,6,"Offer E",Yes,No,Yes,"Fiber Optic"
2990-IAJSV,72,None,Yes,Yes,Yes,Cable
2990-OGYTD,67,"Offer A",Yes,Yes,Yes,DSL
2995-UPRYS,40,None,Yes,No,Yes,"Fiber Optic"
2995-YWTCD,19,None,Yes,Yes,No,None
2996-XAUVF,70,"Offer A",No,No,Yes,DSL
2999-AANRQ,21,None,Yes,No,Yes,DSL
3001-CBHLQ,32,"Offer C",Yes,Yes,Yes,"Fiber Optic"
3001-UNBTL,29,"Offer C",Yes,Yes,Yes,"Fiber Optic"
3002-WQZWT,29,"Offer C",Yes,Yes,Yes,"Fiber Optic"
3003-CMDUU,25,None,Yes,No,Yes,"Fiber Optic"
3005-NFMTA,55,"Offer B",Yes,Yes,Yes,"Fiber Optic"
3005-TYFRD,55,"Offer B",Yes,Yes,Yes,"Fiber Optic"
3006-XIMLN,2,None,Yes,Yes,Yes,"Fiber Optic"
3007-FDPEA,2,None,Yes,No,No,None
3009-JWMPU,62,"Offer B",Yes,Yes,Yes,"Fiber Optic"
3011-WQKSZ,19,"Offer D",Yes,No,No,None
3012-VFFMN,7,None,Yes,No,No,None
3014-WJKSM,29,None,Yes,No,Yes,"Fiber Optic"
3016-KSVCP,29,"Offer C",No,No,Yes,DSL
3018-TFTSU,12,"Offer D",Yes,No,Yes,"Fiber Optic"
3021-VLNRJ,50,"Offer B",Yes,No,Yes,DSL
3022-BEXHZ,67,None,Yes,Yes,Yes,"Fiber Optic"
3023-GFLBR,33,None,Yes,Yes,Yes,"Fiber Optic"
3026-ATZYV,37,"Offer C",Yes,No,Yes,Cable
3027-YNWZU,64,"Offer B",Yes,Yes,No,None
3027-ZTDHO,1,"Offer E",Yes,No,Yes,"Fiber Optic"
3030-YDNRM,8,"Offer E",Yes,Yes,Yes,"Fiber Optic"
3030-YZADT,9,"Offer E",Yes,No,Yes,DSL
3030-ZKIWL,1,None,Yes,No,No,None
3034-ZBEQN,48,None,No,No,Yes,DSL
3038-PQIUY,38,None,Yes,Yes,Yes,DSL
3039-MJSLN,3,None,Yes,No,No,None
3043-SUDUA,32,"Offer C",Yes,No,No,None
3043-TYBNO,3,None,Yes,No,Yes,DSL
3045-XETSH,10,None,Yes,Yes,Yes,"Fiber Optic"
3049-NDXFL,1,"Offer E",Yes,Yes,Yes,"Fiber Optic"
3049-SOLAY,3,None,Yes,Yes,Yes,"Fiber Optic"
3050-GBUSH,3,None,No,No,Yes,DSL
3050-RLLXC,56,"Offer B",Yes,Yes,Yes,Cable
3055-MJDSB,9,"Offer E",No,No,Yes,DSL
3055-OYMSE,53,None,Yes,No,Yes,"Fiber Optic"
3055-VTCGS,63,"Offer B",Yes,No,Yes,DSL
3057-VJJQE,35,None,Yes,Yes,Yes,DSL
3058-HJCUY,41,"Offer B",Yes,Yes,Yes,"Fiber Optic"
3058-WQDRE,13,"Offer D",No,No,Yes,Cable
3059-NGMXB,14,"Offer D",Yes,Yes,Yes,DSL
3061-BCKYI,14,"Offer D",Yes,No,No,None
3062-ICYZQ,51,None,Yes,Yes,Yes,"Fiber Optic"
3063-QFSZL,1,"Offer E",Yes,No,Yes,Cable
3066-RRJIO,1,"Offer E",Yes,No,Yes,"Fiber Optic"
3067-SVMTC,68,None,Yes,No,Yes,Cable
3068-OMWZA,1,None,Yes,Yes,Yes,"Fiber Optic"
3069-SSVSN,1,None,No,No,Yes,DSL
3070-BDOQC,60,None,Yes,No,Yes,"Fiber Optic"
3070-DVEYC,7,None,Yes,Yes,Yes,"Fiber Optic"
3070-FNFZQ,23,"Offer D",Yes,No,No,None
3071-MVJCD,72,"Offer A",Yes,Yes,Yes,Cable
3071-VBYPO,3,"Offer E",Yes,No,Yes,"Fiber Optic"
3074-GQWYX,5,None,Yes,Yes,Yes,"Fiber Optic"
3077-RSNTJ,6,None,Yes,No,No,None
3078-ZKNTS,13,None,Yes,No,No,None
3079-BCHLN,47,"Offer B",Yes,No,No,None
3082-VQXNH,3,"Offer E",No,No,Yes,DSL
3082-WQRVY,14,None,Yes,No,No,None
3082-YVEKW,23,None,Yes,Yes,Yes,DSL
3084-DOWLE,72,"Offer A",Yes,Yes,Yes,DSL
3085-QUOZK,1,"Offer E",Yes,No,Yes,Cable
